,id,lat,lng,households,buildDate,score,m2,p,min_sales,max_sales,avg_sales,구
0,2766,37.68160372,127.0565917,492,200006,4.3,139,42,96160.0,99200.0,97600.0,노원구
1,5860,37.6792898,127.0570207,468,200105,4.1,105,32,77760.0,83520.0,81600.0,노원구
2,15564,37.67688187,127.0580753,57,200502,4.8,86,26,57600.0,73600.0,64800.0,노원구
3,3700,37.67527716,127.0600011,216,199509,4.8,102,31,54400.0,55680.0,55200.0,노원구
4,6204,37.67638079,127.0583606,165,200306,4.8,91,28,44640.0,80480.0,64000.0,노원구
5,3697,37.67735438,127.0572686,299,200004,4.4,84,25,46720.0,62400.0,55200.0,노원구
6,19203,37.67659042,127.0571138,45,200905,4.0,126,38,58400.0,103360.0,100800.0,노원구
7,3699,37.67383553,127.0601315,290,199704,3.9,84,25,38880.0,64640.0,49600.0,노원구
8,948,37.68109689,127.0537572,1391,199811,4.0,54,16,27360.0,42560.0,37600.0,노원구
9,15206,37.67996178,127.053507,1313,199810,4.0,53,16,25280.0,41600.0,36000.0,노원구
10,19851,37.6860596,127.053443,548,200911,3.8,79,24,59040.0,65920.0,64000.0,노원구
11,10023,37.67461549,127.0570851,100,200411,4.5,90,27,54400.0,74880.0,71200.0,노원구
12,19850,37.68747591,127.0535532,696,200911,3.6,110,33,61920.0,64320.0,63200.0,노원구
13,3702,37.67298548,127.0592013,397,199510,4.1,102,31,49120.0,49760.0,49600.0,노원구
14,6705,37.67458711,127.0561375,175,200411,4.8,103,31,68000.0,72000.0,68800.0,노원구
15,2808,37.67738514,127.0531469,763,199410,3.7,59,18,22080.0,66400.0,48000.0,노원구
16,21230,37.68437059,127.0507213,139,200212,3.4,109,33,53600.0,55040.0,54400.0,도봉구
17,3701,37.67197755,127.0568201,274,200006,4.0,76,23,53440.0,66400.0,61600.0,노원구
18,22483,37.6761026,127.0521167,30,200402,4.0,48,15,16800.0,41440.0,33600.0,노원구
19,13915,37.67701829,127.0514644,95,200205,3.7,76,23,39360.0,39840.0,39200.0,노원구
20,118,37.68252225,127.0496181,205,199112,3.8,101,31,44480.0,44960.0,44800.0,도봉구
21,10246,37.68327911,127.0495279,147,200506,3.6,106,32,50240.0,50240.0,50400.0,도봉구
22,14961,37.67117728,127.0572321,34,199711,0.0,97,29,56160.0,60800.0,58400.0,노원구
23,932,37.6820521,127.049177,286,199011,4.5,104,31,43840.0,43840.0,44000.0,도봉구
24,5404,37.67812903,127.0497512,159,199909,4.4,84,25,44960.0,45600.0,44800.0,도봉구
25,577,37.68105939,127.0488462,660,198710,3.9,97,29,37440.0,42400.0,39200.0,도봉구
26,1021,37.6696098,127.05856,2265,198904,3.8,58,18,21760.0,62560.0,30400.0,노원구
27,2763,37.67195965,127.0812493,240,200606,3.8,85,26,31040.0,39040.0,34400.0,노원구
28,26666,37.6744955,127.0515579,37,199901,0.0,91,28,28000.0,76000.0,43200.0,노원구
29,2806,37.66740214,127.0675208,385,199506,4.1,84,25,35200.0,52800.0,48800.0,노원구
30,2804,37.67289123,127.0527628,331,199304,4.1,102,31,45920.0,45920.0,45600.0,노원구
31,6054,37.6748187,127.050927,230,200207,4.1,81,25,40480.0,89920.0,51200.0,노원구
32,4366,37.66728607,127.0688173,230,199505,4.0,102,31,55200.0,56320.0,55200.0,노원구
33,9948,37.687633,127.0486601,200,200212,4.7,106,32,52480.0,54240.0,53600.0,도봉구
34,2840,37.66737208,127.0632409,939,198904,3.8,58,18,21760.0,33920.0,28000.0,노원구
35,2762,37.67443471,127.0504651,105,199602,3.4,74,22,32000.0,59040.0,40000.0,노원구
36,1437,37.67163697,127.052966,494,199904,3.7,102,31,53280.0,54720.0,54400.0,노원구
37,1284,37.6866928,127.047548,2678,199509,3.9,95,29,42720.0,50720.0,49600.0,도봉구
38,7543,37.68472527,127.0471209,141,200410,3.7,100,30,48000.0,54080.0,53600.0,도봉구
39,58188,37.6686747,127.0781537,87,200311,0.0,74,22,43520.0,51840.0,48000.0,노원구
40,6012,37.68151787,127.0469012,526,200303,4.3,113,34,52800.0,83360.0,64000.0,도봉구
41,6702,37.67224298,127.0517196,142,199610,4.3,79,24,42240.0,47360.0,44800.0,노원구
42,5536,37.66629212,127.0675379,348,199005,4.1,83,25,38880.0,41760.0,40800.0,노원구
43,1445,37.67310837,127.0507045,106,199507,5.0,102,31,38400.0,38400.0,38400.0,노원구
44,2892,37.66608244,127.0686666,420,198703,4.3,63,19,27200.0,59520.0,36000.0,노원구
45,9155,37.67962237,127.0465237,448,200502,3.8,79,24,52800.0,65120.0,59200.0,도봉구
46,3734,37.67626306,127.0476642,190,199812,3.4,81,25,30240.0,71200.0,44800.0,도봉구
47,12106,37.6713926,127.0513971,117,200207,4.3,105,32,45440.0,45440.0,45600.0,노원구
48,2805,37.67227599,127.0504093,465,199312,3.7,85,26,47840.0,48960.0,48000.0,노원구
49,12370,37.66776924,127.0798574,42,200201,3.5,92,28,40000.0,56000.0,40800.0,노원구
50,20215,37.6745512,127.0476767,80,201012,4.5,108,33,45440.0,55840.0,48000.0,도봉구
51,2811,37.6661668,127.0593183,1739,198810,3.9,58,18,24320.0,54720.0,33600.0,노원구
52,5535,37.66477818,127.0680443,471,198805,3.6,64,19,24640.0,39360.0,32000.0,노원구
53,2946,37.67343742,127.0480841,2450,199610,3.7,56,17,24160.0,29760.0,28000.0,도봉구
54,2841,37.66915781,127.0525568,2392,198809,3.9,63,19,25440.0,59840.0,34400.0,노원구
55,2803,37.66695847,127.0796888,673,199911,3.7,83,25,40640.0,80960.0,54400.0,노원구
56,1388,37.6678293,127.0816166,826,199912,3.5,81,25,35840.0,85440.0,53600.0,노원구
57,38231,37.66514587,127.0747833,810,202001,0.0,64,19,57600.0,134400.0,73600.0,노원구
58,5534,37.6643673,127.064908,3315,198806,4.0,45,14,24640.0,54560.0,40800.0,노원구
59,10455,37.66590978,127.0796152,234,200106,4.6,106,32,57600.0,57600.0,57600.0,노원구
60,50365,37.6639767,127.062301,1062,202011,0.0,67,20,72000.0,152000.0,106400.0,노원구
61,2810,37.66582974,127.0558226,1944,198809,3.9,58,18,24320.0,56480.0,37600.0,노원구
62,2765,37.66341186,127.0747163,675,198908,3.8,81,25,40320.0,55200.0,46400.0,노원구
63,2875,37.663338,127.060499,2830,198810,3.8,58,18,24160.0,52960.0,35200.0,노원구
64,2809,37.6639118,127.057042,2654,198809,4.0,52,16,24640.0,45760.0,33600.0,노원구
65,3698,37.66344618,127.0773956,634,200003,3.8,84,25,42240.0,66560.0,56000.0,노원구
66,10454,37.66311744,127.078574,602,200106,4.1,70,21,32320.0,41280.0,36000.0,노원구
67,2768,37.66168656,127.0731642,1590,198905,3.5,52,16,19040.0,51680.0,32800.0,노원구
68,6118,37.66214571,127.0765466,299,200212,4.2,82,25,52800.0,99840.0,73600.0,노원구
69,2941,37.66125635,127.0752899,167,199507,4.2,79,24,32800.0,65280.0,58400.0,노원구
70,13922,37.66143963,127.0761106,120,199807,4.3,79,24,35360.0,71680.0,48000.0,노원구
71,6013,37.66694346,127.0473363,603,200210,4.5,122,37,76160.0,85280.0,80800.0,도봉구
72,5692,37.6650763,127.0481467,1278,200110,4.5,80,24,56320.0,127680.0,76800.0,도봉구
73,69197,37.6625134,127.04596,33,200801,0.0,73,22,31200.0,40800.0,36800.0,도봉구
74,17235,37.63799288,127.0242549,42,200511,3.7,111,34,17600.0,17600.0,17600.0,강북구
75,17018,37.63778389,127.0240419,34,200508,4.0,107,32,69600.0,69600.0,69600.0,강북구
76,24572,37.63839332,127.022193,38,201301,0.0,76,23,36000.0,72640.0,50400.0,강북구
77,9151,37.63867342,127.0270378,121,200504,4.2,52,16,28000.0,104800.0,60000.0,강북구
78,460,37.64237983,127.0189899,1454,199311,3.6,84,25,39360.0,64480.0,53600.0,강북구
79,5864,37.63345491,127.0270132,123,200507,3.0,76,23,44800.0,47360.0,46400.0,강북구
80,7116,37.64343596,127.0178889,146,199402,3.8,71,21,36320.0,67360.0,55200.0,강북구
81,18705,37.63567038,127.0309114,99,200906,4.5,112,34,78880.0,78880.0,79200.0,강북구
82,7121,37.64110451,127.0158171,96,198312,0.0,81,25,16000.0,17600.0,16800.0,강북구
83,5576,37.64144003,127.0318837,228,199812,3.7,80,24,47840.0,48480.0,48000.0,강북구
84,6485,37.63782518,127.0322537,99,199705,4.0,83,25,48320.0,51200.0,49600.0,강북구
85,24755,37.63269817,127.0266368,71,201308,5.0,42,13,33600.0,73280.0,64000.0,강북구
86,12060,37.64605804,127.026347,104,198112,3.5,72,22,21440.0,32000.0,24000.0,도봉구
87,79846,37.6435548,127.031165,44,201907,0.0,56,17,44000.0,44000.0,44000.0,도봉구
88,4211,37.64470812,127.0180614,690,200111,4.0,82,25,60160.0,90400.0,70400.0,강북구
89,18704,37.63583947,127.0320172,193,200906,4.2,112,34,81440.0,82080.0,81600.0,강북구
90,13989,37.64261457,127.0157177,66,198904,0.0,54,16,18400.0,23200.0,20800.0,강북구
91,7117,37.63169695,127.0234508,79,199807,0.0,99,30,52480.0,58400.0,53600.0,강북구
92,4206,37.64541802,127.0185511,110,200007,4.3,66,20,31360.0,71520.0,51200.0,강북구
93,10250,37.6404375,127.0341493,111,200406,4.0,79,24,57280.0,59040.0,58400.0,도봉구
94,6055,37.64683611,127.0279835,407,200207,4.0,78,24,52320.0,76640.0,61600.0,도봉구
95,9884,37.64143943,127.0340319,300,200208,4.1,75,23,51200.0,92160.0,63200.0,도봉구
96,6207,37.64292804,127.033389,958,200307,4.2,105,32,68640.0,68640.0,68800.0,도봉구
97,1385,37.63078467,127.0257933,231,199212,4.3,102,31,48480.0,48480.0,48800.0,강북구
98,1332,37.6459236,127.030539,824,198612,3.8,71,21,33280.0,50560.0,41600.0,도봉구
99,22069,37.64788572,127.0240723,293,201404,3.9,77,23,52960.0,94400.0,68800.0,도봉구
100,26350,37.63373566,127.0148697,30,197510,4.0,50,15,13600.0,26560.0,22400.0,강북구
101,15207,37.64731875,127.0291984,155,200612,3.9,76,23,48000.0,107200.0,58400.0,도봉구
102,4344,37.63784942,127.0356708,183,199705,4.5,85,26,35040.0,83680.0,44000.0,도봉구
103,836,37.64854116,127.0263026,103,199712,3.8,83,25,31520.0,39200.0,33600.0,도봉구
104,116,37.64205635,127.0124273,574,199203,3.3,90,27,45760.0,70240.0,48000.0,강북구
105,4395,37.64930122,127.02793,87,199510,4.1,80,24,47200.0,48640.0,48000.0,도봉구
106,17512,37.64979151,127.0272639,141,200704,4.0,76,23,59200.0,84800.0,73600.0,도봉구
107,6015,37.64572784,127.034963,202,200207,3.9,113,34,47040.0,88960.0,77600.0,도봉구
108,17506,37.62889393,127.0186829,208,200801,4.0,86,26,61120.0,71520.0,69600.0,강북구
109,231,37.6423717,127.037531,952,199511,4.2,76,23,41920.0,54880.0,50400.0,도봉구
110,20026,37.63957129,127.038273,38,200505,4.0,110,33,49600.0,49600.0,49600.0,도봉구
111,4368,37.64708284,127.0352265,158,199909,4.0,67,20,38560.0,46720.0,42400.0,도봉구
112,5644,37.63150653,127.0355273,245,200109,4.0,82,25,49920.0,69760.0,59200.0,강북구
113,6664,37.65054421,127.0294399,76,200211,4.0,74,22,54880.0,58560.0,57600.0,도봉구
114,314,37.65146428,127.0247624,495,198705,4.0,88,27,33760.0,42720.0,39200.0,도봉구
115,144,37.63060558,127.0354181,284,199806,4.0,81,25,44960.0,62880.0,54400.0,강북구
116,120,37.65160063,127.0274958,315,199608,4.0,75,23,48480.0,49920.0,48800.0,도봉구
117,6629,37.6515822,127.0291819,190,200404,4.0,109,33,73600.0,81120.0,79200.0,도봉구
118,51865,37.64625518,127.0098807,53,201506,0.0,52,16,32000.0,50560.0,44800.0,강북구
119,11507,37.65236595,127.0212589,287,199506,3.9,95,29,40640.0,47200.0,45600.0,도봉구
120,5862,37.62677955,127.0305271,105,200010,3.2,75,23,45600.0,57600.0,52000.0,강북구
121,84580,37.6461358,127.009355,55,202012,0.0,59,18,55200.0,80000.0,57600.0,강북구
122,4371,37.63900814,127.0410463,121,199904,3.6,82,25,37280.0,55360.0,44000.0,도봉구
123,15652,37.62597822,127.0194072,306,200611,3.7,78,24,57440.0,101440.0,74400.0,강북구
124,7115,37.62661725,127.0310164,50,199007,4.0,60,18,27200.0,34240.0,30400.0,강북구
125,785,37.64074136,127.0418449,609,199807,4.0,54,16,21600.0,36800.0,31200.0,도봉구
126,16871,37.62593603,127.0313016,117,200603,3.5,77,23,26400.0,56320.0,43200.0,강북구
127,1064,37.63085303,127.0392519,900,199104,3.8,56,17,26240.0,46720.0,36800.0,강북구
128,5759,37.64804752,127.0389618,50,200110,3.0,202,61,74240.0,104160.0,89600.0,도봉구
129,68670,37.62761181,127.0118584,48,200112,0.0,70,21,24800.0,35200.0,33600.0,강북구
130,14469,37.63343231,127.0425568,213,200510,3.5,80,24,50240.0,55680.0,53600.0,도봉구
131,20629,37.62427104,127.0311559,168,198712,5.0,56,17,20800.0,31200.0,27200.0,강북구
132,7122,37.65172221,127.0113637,89,199510,0.0,95,29,53280.0,54400.0,54400.0,강북구
133,6435,37.63293848,127.0428239,135,200406,3.4,75,23,41600.0,68320.0,56000.0,도봉구
134,13983,37.62274038,127.0270048,48,199610,4.3,77,23,30880.0,57600.0,42400.0,강북구
135,9865,37.62736095,127.0388422,225,200509,4.5,109,33,64640.0,64640.0,64800.0,강북구
136,3871,37.6263811,127.0375186,430,200307,4.3,81,25,42080.0,70880.0,54400.0,강북구
137,11093,37.65379063,127.0135942,154,200506,4.0,92,28,55840.0,79200.0,69600.0,도봉구
138,4342,37.65503425,127.0311869,142,199502,4.2,77,23,41120.0,65920.0,54400.0,도봉구
139,10868,37.63132027,127.0429227,571,199711,3.7,55,17,23360.0,32640.0,28800.0,노원구
140,10249,37.65600463,127.0274883,96,200412,4.7,43,13,25600.0,67360.0,54400.0,도봉구
141,1340,37.65589257,127.0289116,582,200203,3.7,95,29,55520.0,58080.0,55200.0,도봉구
142,2920,37.63299199,127.0442922,410,199804,3.2,55,17,20480.0,35360.0,29600.0,노원구
143,4204,37.62508387,127.0369334,54,199602,3.5,75,23,45120.0,62080.0,50400.0,강북구
144,9149,37.6316118,127.0439651,233,200409,4.4,78,24,51040.0,62400.0,52800.0,노원구
145,150,37.65468736,127.0344731,83,198812,4.7,56,17,25280.0,25920.0,25600.0,도봉구
146,7140,37.65070662,127.0407536,54,199205,0.0,147,44,51200.0,51200.0,51200.0,도봉구
147,11979,37.62156562,127.0264607,98,200903,3.8,90,27,58400.0,58400.0,58400.0,강북구
148,900,37.65683834,127.0217407,558,199309,3.8,104,31,47200.0,48000.0,48000.0,도봉구
149,4205,37.62501883,127.0374681,90,199706,4.5,71,21,38080.0,47200.0,42400.0,강북구
150,4348,37.64630127,127.0444633,160,199208,3.8,135,41,52160.0,88960.0,65600.0,도봉구
151,2169,37.62617868,127.0393672,380,199909,3.7,81,25,38080.0,54560.0,45600.0,강북구
152,38663,37.6552033,127.013763,81,201902,0.0,42,13,33600.0,53600.0,47200.0,도봉구
153,3760,37.65480609,127.035144,264,198803,4.5,62,19,24000.0,45920.0,27200.0,도봉구
154,1339,37.65602148,127.0321347,414,199105,4.4,87,26,40160.0,87840.0,44800.0,도봉구
155,13985,37.62452863,127.0376491,32,200106,0.0,84,25,47680.0,51680.0,48800.0,강북구
156,1140,37.6573725,127.026575,978,199506,3.6,86,26,39680.0,49600.0,48800.0,도봉구
157,12320,37.63058091,127.0444086,225,200603,4.0,77,23,43680.0,60160.0,56000.0,노원구
158,4341,37.65736674,127.0282368,71,199501,4.0,84,25,28000.0,45280.0,35200.0,도봉구
159,143,37.65729809,127.028953,386,199112,4.2,85,26,36160.0,59040.0,48800.0,도봉구
160,1341,37.65601379,127.0338527,408,199309,3.6,82,25,37440.0,52320.0,48800.0,도봉구
161,1326,37.62637628,127.0411617,261,199211,4.3,100,30,48640.0,48640.0,48800.0,강북구
162,2962,37.65795515,127.0238625,658,199207,3.1,73,22,36480.0,48800.0,43200.0,도봉구
163,1337,37.657038,127.0313237,1635,198811,3.8,38,11,20960.0,45120.0,31200.0,도봉구
164,2947,37.65348572,127.0393771,808,199009,3.6,57,17,26400.0,43360.0,32800.0,도봉구
165,2171,37.62395906,127.0380974,167,199808,3.8,79,24,51680.0,69760.0,58400.0,강북구
166,3872,37.65542347,127.0111421,260,200011,4.5,80,24,57120.0,64640.0,63200.0,강북구
167,4299,37.62967242,127.045201,154,199804,3.7,83,25,35680.0,60320.0,49600.0,노원구
168,2170,37.62747459,127.0436591,263,200002,3.9,82,25,35200.0,50400.0,39200.0,강북구
169,1053,37.6500962,127.04434,2856,199009,4.0,58,18,26400.0,52000.0,38400.0,도봉구
170,644,37.65841172,127.0289035,498,198910,3.7,86,26,45440.0,52000.0,49600.0,도봉구
171,2960,37.6588143,127.025261,318,199806,4.5,78,24,39520.0,52320.0,44800.0,도봉구
172,14962,37.62920737,127.0455497,75,198812,0.0,71,21,23200.0,34400.0,27200.0,노원구
173,743,37.65910847,127.0235184,660,199209,3.6,88,27,44480.0,78720.0,56800.0,도봉구
174,1043,37.65273509,127.0423004,750,199007,4.1,52,16,23520.0,36320.0,28800.0,도봉구
175,554,37.6572441,127.035182,1541,198812,3.5,55,17,20640.0,55840.0,36800.0,도봉구
176,4343,37.6585625,127.0312019,783,199010,3.9,56,17,23360.0,48800.0,43200.0,도봉구
177,2172,37.62582776,127.0431869,285,200006,3.9,82,25,36960.0,51040.0,44000.0,강북구
178,1432,37.65930148,127.0305268,192,199311,3.8,101,31,50240.0,50240.0,50400.0,도봉구
179,4512,37.65400725,127.0423646,694,198711,3.6,60,18,24800.0,58560.0,44800.0,도봉구
180,6002,37.6208004,127.0113907,2075,200408,3.8,74,22,44160.0,68160.0,56800.0,강북구
181,744,37.66028705,127.0230563,210,199209,3.4,93,28,47200.0,47840.0,47200.0,도봉구
182,10951,37.65604426,127.0401264,123,200511,4.3,64,19,41440.0,41440.0,41600.0,도봉구
183,142,37.65906282,127.0334733,690,199009,4.0,48,15,25440.0,53440.0,39200.0,도봉구
184,13932,37.6531669,127.0441183,427,198802,3.9,63,19,26880.0,53600.0,36800.0,도봉구
185,12061,37.65831252,127.0357985,136,199812,4.7,86,26,46400.0,57440.0,50400.0,도봉구
186,8139,37.65579173,127.0408697,205,200005,4.7,79,24,47200.0,64800.0,55200.0,도봉구
187,4301,37.65891451,127.0353545,38,199906,3.7,259,78,113440.0,114560.0,113600.0,도봉구
188,462,37.66005799,127.0316967,489,199109,3.6,63,19,31040.0,54400.0,38400.0,도봉구
189,2173,37.62482893,127.0446272,202,200012,4.3,79,24,39200.0,47680.0,44800.0,강북구
190,24848,37.65757634,127.0388852,57,200403,3.5,52,16,14400.0,72800.0,51200.0,도봉구
191,740,37.66066765,127.0293986,3169,198612,3.8,62,19,21280.0,73120.0,36800.0,도봉구
192,5863,37.61720574,127.0221052,216,199810,3.9,85,26,47680.0,78400.0,59200.0,강북구
193,38154,37.6187858,127.034388,1028,201909,5.0,62,19,63200.0,153600.0,96000.0,강북구
194,19691,37.6177652,127.0169313,1370,201110,4.0,84,25,55680.0,92800.0,76800.0,강북구
195,1141,37.65963916,127.034489,236,199607,4.4,105,32,50560.0,50560.0,50400.0,도봉구
196,6237,37.65647257,127.0417359,299,200401,3.7,113,34,69600.0,118560.0,79200.0,도봉구
197,16932,37.65572254,127.0428642,194,200707,4.7,105,32,72960.0,75200.0,74400.0,도봉구
198,5686,37.61844324,127.0130395,3830,200405,3.8,81,25,53600.0,66560.0,60800.0,강북구
199,6168,37.65346181,127.0457231,205,200310,4.3,95,29,72000.0,83200.0,73600.0,도봉구
200,241,37.65988387,127.0356632,160,198908,3.2,59,18,19840.0,24320.0,23200.0,도봉구
201,12324,37.65841205,127.0401005,40,200311,4.0,63,19,35040.0,37280.0,36000.0,도봉구
202,79328,37.66091832,127.0352784,70,201906,0.0,58,18,63520.0,78240.0,72000.0,도봉구
203,36409,37.6172715,127.036353,615,201702,4.7,83,25,63680.0,105920.0,75200.0,강북구
204,6206,37.65615755,127.0457067,456,200309,4.4,78,24,55840.0,102400.0,77600.0,도봉구
205,5373,37.66023585,127.0394532,82,200105,4.5,89,27,37920.0,37920.0,37600.0,도봉구
206,6288,37.65790985,127.0436316,2061,200407,4.3,112,34,82240.0,119200.0,88800.0,도봉구
207,9079,37.6185842,127.007303,1971,200512,3.8,79,24,42240.0,73440.0,56800.0,성북구
208,37079,37.6197054,127.045891,513,201710,4.2,76,23,74880.0,115200.0,83200.0,성북구
209,3834,37.61956117,127.0020842,261,199905,3.5,71,21,33600.0,60960.0,43200.0,성북구
210,11143,37.61765409,127.0429511,31,200212,0.0,106,32,48640.0,48640.0,48800.0,성북구
211,2938,37.61802225,127.0034252,791,200106,3.9,59,18,34240.0,58560.0,43200.0,성북구
212,1139,37.63786724,127.0687086,660,198810,4.5,85,26,60640.0,85760.0,74400.0,노원구
213,9906,37.63999307,127.0695671,160,199403,4.7,104,31,64000.0,80000.0,73600.0,노원구
214,1283,37.6374209,127.069304,1200,198810,4.1,35,11,23680.0,32960.0,27200.0,노원구
215,858,37.6394516,127.070875,700,199706,4.6,106,32,82720.0,82720.0,82400.0,노원구
216,1412,37.63684866,127.0663828,1320,198809,4.4,87,26,57440.0,78720.0,68800.0,노원구
217,2922,37.64271576,127.0665829,2433,199111,3.8,56,17,26080.0,40480.0,32800.0,노원구
218,16155,37.63960918,127.0726667,39,199612,4.0,111,34,87200.0,87200.0,87200.0,노원구
219,9908,37.63667245,127.0718753,68,199609,4.0,98,30,49600.0,63200.0,56000.0,노원구
220,2942,37.64191545,127.0637397,3481,199009,4.1,54,16,26560.0,40160.0,33600.0,노원구
221,595,37.6387861,127.062487,1890,198906,4.2,61,18,37600.0,93120.0,60000.0,노원구
222,9907,37.6352605,127.0705642,80,199609,4.4,126,38,59200.0,72800.0,66400.0,노원구
223,422,37.63468087,127.0695395,685,198906,4.3,71,21,53760.0,81920.0,63200.0,노원구
224,33074,37.63544464,127.0642395,1980,198807,4.2,55,17,30720.0,68320.0,52800.0,노원구
225,710,37.63370158,127.0678664,1880,198910,4.0,56,17,27680.0,42720.0,34400.0,노원구
226,18263,37.64500358,127.0677815,219,200806,4.4,116,35,80000.0,80000.0,80000.0,노원구
227,2943,37.63575926,127.0616053,2340,199912,4.0,79,24,49440.0,83520.0,69600.0,노원구
228,2944,37.63980918,127.0755583,498,199303,3.7,132,40,86400.0,91360.0,88800.0,노원구
229,2945,37.6444649,127.072035,730,199707,4.2,94,28,78080.0,88960.0,85600.0,노원구
230,711,37.63248142,127.0713002,1192,198910,3.6,55,17,27200.0,45920.0,33600.0,노원구
231,547,37.63906582,127.0770305,396,199306,3.9,131,40,89440.0,98080.0,92000.0,노원구
232,4300,37.63745828,127.0773143,288,199912,4.0,80,24,44800.0,85280.0,55200.0,노원구
233,33345,37.64289856,127.0589981,457,201603,4.4,86,26,45760.0,84640.0,60800.0,노원구
234,53,37.6470452,127.0661,742,199101,4.2,93,28,50880.0,55040.0,52800.0,노원구
235,2760,37.6304164,127.068034,660,199412,3.6,46,14,24320.0,38400.0,30400.0,노원구
236,341,37.64683099,127.0734352,568,199307,4.1,122,37,111520.0,117280.0,116000.0,노원구
237,2767,37.64622543,127.0609522,600,198804,4.5,115,35,56800.0,56800.0,56800.0,노원구
238,1088,37.64631443,127.0753292,696,199303,3.8,70,21,34400.0,34400.0,34400.0,노원구
239,708,37.62987899,127.0719276,525,199412,4.2,51,15,26880.0,44320.0,38400.0,노원구
240,2897,37.63173104,127.0596851,884,199506,3.8,44,13,24000.0,35040.0,27200.0,노원구
241,7139,37.64809607,127.0732823,330,199504,3.3,79,24,57760.0,57760.0,57600.0,노원구
242,5619,37.62916481,127.0668155,1601,200109,4.2,46,14,25760.0,85440.0,61600.0,노원구
243,3703,37.64789053,127.0607949,2064,198805,3.9,46,14,19360.0,54560.0,34400.0,노원구
244,10485,37.63173891,127.0583483,205,200503,4.0,75,23,48320.0,55520.0,52000.0,노원구
245,2919,37.62941584,127.0625154,713,199506,3.9,52,16,23520.0,39200.0,31200.0,노원구
246,16694,37.63280631,127.0570577,65,200609,0.0,69,21,40800.0,58400.0,53600.0,노원구
247,55,37.64843016,127.0749869,948,199512,4.3,105,32,96640.0,96640.0,96800.0,노원구
248,3759,37.65016309,127.0700389,402,199601,4.1,81,25,67520.0,95200.0,77600.0,노원구
249,2722,37.62856306,127.0727284,363,199512,3.7,76,23,46720.0,73440.0,53600.0,노원구
250,36410,37.64048767,127.0537415,326,201702,4.0,77,23,56000.0,89440.0,70400.0,노원구
251,2870,37.6503434,127.065021,2136,198805,4.0,45,14,22240.0,62400.0,35200.0,노원구
252,2921,37.64745166,127.0778232,400,199306,4.3,136,41,106880.0,152640.0,127200.0,노원구
253,6342,37.62794071,127.0708745,88,200308,4.8,91,28,51840.0,59200.0,55200.0,노원구
254,9868,37.62922092,127.0753709,215,199904,3.5,84,25,49760.0,52320.0,51200.0,노원구
255,5899,37.6275448,127.069986,342,200203,4.5,99,30,74720.0,90240.0,81600.0,노원구
256,1146,37.6498289,127.074331,780,199607,4.2,104,31,95200.0,95200.0,95200.0,노원구
257,2761,37.6272681,127.0686127,840,199412,3.9,44,13,24800.0,39040.0,29600.0,노원구
258,22780,37.62919512,127.0762635,41,200912,4.0,56,17,22400.0,74080.0,59200.0,노원구
259,827,37.65118271,127.0705249,508,199812,3.8,81,25,82240.0,98240.0,88000.0,노원구
260,1085,37.64709724,127.0796676,630,199303,3.8,60,18,25280.0,25280.0,25600.0,노원구
261,38238,37.6300843,127.057203,859,201911,5.0,83,25,80000.0,103200.0,95200.0,노원구
262,9969,37.62903579,127.058677,223,200506,4.4,78,24,47680.0,73280.0,59200.0,노원구
263,1327,37.65165304,127.0674204,492,198805,4.0,103,31,60160.0,83040.0,62400.0,노원구
264,11726,37.64501989,127.0818454,49,200505,3.3,101,31,67680.0,78560.0,77600.0,노원구
265,16825,37.62752084,127.0738285,61,200506,4.0,101,31,68000.0,93280.0,90400.0,노원구
266,1022,37.64420729,127.0533816,1980,198907,3.4,52,16,21760.0,31680.0,23200.0,도봉구
267,3962,37.62665092,127.0701573,190,199910,4.6,86,26,62240.0,78240.0,67200.0,노원구
268,828,37.65144134,127.0719394,250,199906,4.1,87,26,62560.0,78720.0,72000.0,노원구
269,2842,37.6497384,127.058947,2029,198711,3.6,45,14,22560.0,50240.0,35200.0,노원구
270,1079,37.64878112,127.0784184,600,199303,3.4,60,18,27680.0,27680.0,28000.0,노원구
271,4308,37.6277579,127.075093,153,200002,5.0,80,24,32960.0,43840.0,38400.0,노원구
272,3705,37.62652099,127.0641578,910,198707,3.6,67,20,28000.0,35520.0,30400.0,노원구
273,14952,37.62635856,127.0709047,48,200301,3.5,38,11,23200.0,83360.0,53600.0,노원구
274,10245,37.62631136,127.0714711,49,200208,0.0,79,24,45920.0,70080.0,57600.0,노원구
275,2759,37.62808113,127.0768424,452,199912,4.0,84,25,44800.0,84640.0,58400.0,노원구
276,18826,37.62608502,127.0703018,79,200607,3.8,69,21,33600.0,68800.0,52000.0,노원구
277,138,37.64702767,127.0812765,424,199701,4.1,76,23,53120.0,72800.0,62400.0,노원구
278,4309,37.62755192,127.0759582,68,199702,4.0,81,25,48000.0,72160.0,52800.0,노원구
279,773,37.64975414,127.0784693,468,199305,4.3,124,38,112000.0,122720.0,117600.0,노원구
280,1174,37.65270038,127.0698283,215,199712,3.8,82,25,46720.0,82560.0,64000.0,노원구
281,2871,37.6525288,127.064082,840,198711,4.0,37,11,18240.0,18240.0,18400.0,노원구
282,7579,37.6256804,127.071919,138,200211,4.2,101,31,60960.0,70560.0,66400.0,노원구
283,4340,37.65241734,127.0730282,213,199906,3.6,37,11,24800.0,72640.0,63200.0,노원구
