피난처 ID,시도명,시군구명,시설명,상세주소,시설면적,경도,위도,구분,구분명,관리부서
2,서울특별시,용산구,용산2가동 마을마당(공원),서울특별시 용산구 용산동2가   5-1647,1156,126.988838,37.543593,2,지진옥외대피소,3
2,서울특별시,광진구,구의초등학교 운동장,서울특별시 광진구 화양동   303-9,2133,127.078745,37.543092,2,지진옥외대피소,3
2,서울특별시,서대문구,홍연초등학교 체육관,서울특별시 서대문구  백련사길 55  (홍은동),560,126.931055,37.581708,1,지진실내구호소,3
2,서울특별시,은평구,서울응암초등학교 운동장 ,서울특별시 은평구 응암동   산7-40,2000,126.921598,37.588683,2,지진옥외대피소,3
2,서울특별시,마포구,망원새싹어린이공원,서울특별시 마포구 망원동   509-1,555,126.898488,37.559183,2,지진옥외대피소,3
2,서울특별시,관악구,서울은천초등학교 운동장,서울특별시 관악구 봉천동   622-1,1921,126.942865,37.486884,2,지진옥외대피소,3
2,서울특별시,송파구,신천중학교 운동장,서울특별시 송파구 잠실동   19-4,4819,127.078469,37.515996,2,지진옥외대피소,3
2,서울특별시,동대문구,삼육초등학교,서울특별시 동대문구 회기동   102-48,2200,127.047812,37.58915,2,지진옥외대피소,3
2,서울특별시,금천구,독산초등학교,서울특별시 금천구  시흥대로104길 31  (독산동),500,126.90006,37.46523,1,지진실내구호소,3
2,서울특별시,강남구,신사문화센터,서울특별시 강남구  압구정로 128  (신사동),1722,127.022793,37.52398,1,지진실내구호소,3
2,서울특별시,강남구,개일초등학교 운동장,서울특별시 강남구 개포동   174-0,6600,없음,없음,2,지진옥외대피소,3
2,서울특별시,노원구,선곡초등학교 운동장,서울특별시 노원구 월계동   446-0,3400,127.05777,37.618332,2,지진옥외대피소,3
2,서울특별시,강서구,방화근린공원,서울특별시 강서구 방화동   855-0,72132,126.81413,37.580907,2,지진옥외대피소,3
2,서울특별시,구로구,개봉중학교운동장,서울특별시 구로구 개봉동   24-2,783,126.842049,37.502684,2,지진옥외대피소,3
2,서울특별시,강북구,우이제일교회 공터,서울특별시 강북구 우이동   137-0,670,127.00975,37.659922,2,지진옥외대피소,3
2,서울특별시,종로구,청진공원,서울특별시 종로구 청진동   177-0,3341,126.979878,37.571361,2,지진옥외대피소,3
2,서울특별시,관악구,난곡초등학교 운동장,서울특별시 관악구 신림동   711-136,7332,126.917172,37.469373,2,지진옥외대피소,3
2,서울특별시,양천구,강서고등학교 운동장,서울특별시 양천구 목동   735-0,4562,126.866366,37.53649,2,지진옥외대피소,3
2,서울특별시,용산구,이태원초등학교,서울특별시 용산구  녹사평대로40길 19  (이태원동),1206,126.988025,37.535867,1,지진실내구호소,3
2,서울특별시,성북구,청덕초등학교,서울특별시 성북구  정릉로9라길 11  (정릉동),14436,127.00046,37.611896,1,지진실내구호소,3
3,서울특별시,종로구,운현초등학교,서울특별시 종로구 운니동   114-7,1853,126.988142,37.575716,2,지진옥외대피소,3
3,서울특별시,관악구,미림여자고등학교 운동장,서울특별시 관악구 신림동   1557-1,9263,126.932743,37.466793,2,지진옥외대피소,3
3,서울특별시,성북구,삼선중학교(운동장),서울특별시 성북구 동소문동4가   278-174,2449,127.008558,37.591631,2,지진옥외대피소,3
3,서울특별시,서대문구,홍제초등학교,서울특별시 서대문구  홍은중앙로 13  (홍은동),2691,126.944641,37.593062,1,지진실내구호소,3
3,서울특별시,용산구,용산2가동 마을휴식공간,서울특별시 용산구 용산동2가   1-1923,659,126.984404,37.545031,2,지진옥외대피소,3
3,서울특별시,노원구,한내근린공원,서울특별시 노원구 월계동   1-1,1740,127.06942,37.622104,2,지진옥외대피소,3
3,서울특별시,구로구,고척근린공원,서울특별시 구로구 개봉동   1-13,330,126.844215,37.50523,2,지진옥외대피소,3
3,서울특별시,용산구,용산구청,서울특별시 용산구  녹사평대로 150  (이태원동),8519,126.990119,37.532512,1,지진실내구호소,3
3,서울특별시,양천구,정목초등학교 운동장,서울특별시 양천구 목동   757-1,5222,126.870321,37.537058,2,지진옥외대피소,3
3,서울특별시,관악구,선봉어린이공원,서울특별시 관악구 봉천동   942-29,1021,126.939633,37.48514,2,지진옥외대피소,3
3,서울특별시,강남구,논현1문화센터,서울특별시 강남구  학동로20길 25  (논현동),437,127.028512,37.511501,1,지진실내구호소,3
3,서울특별시,송파구,정신여자고등학교 운동장,서울특별시 송파구 잠실동   50-4,16529,127.072597,37.509586,2,지진옥외대피소,3
3,서울특별시,영등포구,도림초등학교,서울특별시 영등포구  가마산로65길 22  (신길동),19408,126.907444,37.508095,1,지진실내구호소,3
3,서울특별시,구로구,서울신미림초등학교운동장,서울특별시 구로구 신도림동   398-1,2100,126.879388,37.506645,2,지진옥외대피소,3
3,서울특별시,동대문구,휘경공업고등학교,서울특별시 동대문구 휘경동   49-327,660,127.069797,37.585019,2,지진옥외대피소,3
3,서울특별시,은평구,충암초중고등학교 운동장,서울특별시 은평구 응암동   272-113,1020.42,126.92244,37.585471,2,지진옥외대피소,3
3,서울특별시,성북구,길음초등학교,서울특별시 성북구  길음로 142  (길음동),12533,127.017672,37.614036,1,지진실내구호소,3
3,서울특별시,광진구,구의중학교 운동장,서울특별시 광진구 화양동   303-18,1924,127.078745,37.543092,2,지진옥외대피소,3
3,서울특별시,강북구,우이동 교통광장,서울특별시 강북구 우이동 산99-2,1523,없음,없음,2,지진옥외대피소,3
3,서울특별시,마포구,성미산근린공원,서울특별시 마포구 성산동   산11-61,103961,126.91492,37.561245,2,지진옥외대피소,3
3,서울특별시,강남구,양전초등학교 운동장,서울특별시 강남구 개포동   183-0,7515,없음,없음,2,지진옥외대피소,3
4,서울특별시,구로구,신도림중학교운동장,서울특별시 구로구 신도림동   311-1,5913,126.88524,37.510519,2,지진옥외대피소,3
4,서울특별시,영등포구,서울영원초등학교,서울특별시 영등포구  도영로22길 31  (영등포동),11228,126.9022,37.510897,1,지진실내구호소,3
4,서울특별시,강남구,학동초등학교,서울특별시 강남구  선릉로115길 42  (논현동),100,127.039431,37.512058,1,지진실내구호소,3
4,서울특별시,관악구,중앙어린이공원,서울특별시 관악구 봉천동   890-1,976,126.948283,37.484489,2,지진옥외대피소,3
4,서울특별시,강남구,수도전기공업고등학교 운동장,서울특별시 강남구 개포동   155-0,20800,없음,없음,2,지진옥외대피소,3
4,서울특별시,송파구,서울잠신초등학교 운동장,서울특별시 송파구 잠실동   22-4,2800,127.088199,37.513974,2,지진옥외대피소,3
4,서울특별시,용산구,한남동공영주차장건물내 교육장 등,서울특별시 용산구  이태원로 224-19  (한남동),1622,126.997468,37.539158,1,지진실내구호소,3
4,서울특별시,종로구,교동초등학교,서울특별시 종로구 경운동   2-0,2068,126.9879,37.57523,2,지진옥외대피소,3
4,서울특별시,관악구,새숲어린이공원,서울특별시 관악구 신림동   539-14,990,126.913093,37.482401,2,지진옥외대피소,3
4,서울특별시,구로구,개봉초등학교운동장,서울특별시 구로구 개봉동   266-0,4300,126.858389,37.489406,2,지진옥외대피소,3
4,서울특별시,용산구,소월길 주민쉼터(공원),서울특별시 용산구 용산동2가   5-1414,1500,126.983808,37.546276,2,지진옥외대피소,3
4,서울특별시,노원구,광운전자공업고등학교 운동장,서울특별시 노원구 월계동   500-0,9540,127.055991,37.619902,2,지진옥외대피소,3
4,서울특별시,성북구,정덕초등학교(운동장),서울특별시 성북구 동소문동7가   118-1,2963,127.013831,37.597833,2,지진옥외대피소,3
4,서울특별시,마포구,외주목어린이공원,서울특별시 마포구 성산동   587-16,3408,126.907752,37.56282,2,지진옥외대피소,3
4,서울특별시,도봉구,창일중학교 운동장,서울특별시 도봉구 창동   369,9937,127.04689,37.648626,2,지진옥외대피소,3
4,서울특별시,양천구,신목중학교 운동장,서울특별시 양천구 목동   743-15,3528,126.872855,37.536861,2,지진옥외대피소,3
4,서울특별시,광진구,장안초등학교 운동장,서울특별시 광진구 군자동   365-0,1380,127.072319,37.550278,2,지진옥외대피소,3
4,서울특별시,영등포구,영등포초등학교 운동장,서울특별시 영등포구 문래동1가   35-2,1898,126.898365,37.512783,2,지진옥외대피소,3
4,서울특별시,동대문구,보림어린이공원,서울특별시 동대문구 휘경동   179-9,9900,127.061394,37.592488,2,지진옥외대피소,3
4,서울특별시,은평구,은평다목적체육관,서울특별시 은평구  진관1로 52  (진관동),2125,126.924827,37.631248,1,지진실내구호소,3
4,서울특별시,은평구,서문교회 주차장,서울특별시 은평구 응암동   577-57,1693,126.91672,37.591537,2,지진옥외대피소,3
4,서울특별시,성북구,길음중학교,서울특별시 성북구  길음로 144  (길음동),6373,127.017091,37.61442,1,지진실내구호소,3
5,서울특별시,용산구,새꿈어린이공원,서울특별시 용산구 동자동   8-1,1828,126.974352,37.552439,2,지진옥외대피소,3
5,서울특별시,노원구,신계초등학교 운동장,서울특별시 노원구 월계동   602-0,3470,127.052563,37.62992,2,지진옥외대피소,3
5,서울특별시,관악구,신봉초등학교 운동장,서울특별시 관악구 봉천동   458-0,6314,126.949023,37.485438,2,지진옥외대피소,3
5,서울특별시,강남구,논현2문화센터,서울특별시 강남구  학동로43길 17  (논현동),247,127.03705,37.517374,1,지진실내구호소,3
5,서울특별시,종로구,탑골공원,서울특별시 종로구 종로2가   38-1,19534,126.988362,37.571409,2,지진옥외대피소,3
5,서울특별시,마포구,다솜어린이공원,서울특별시 마포구 성산동   113-2,975,126.915358,37.562412,2,지진옥외대피소,3
5,서울특별시,도봉구,창동고등학교 운동장,서울특별시 도봉구 창동   694-10,1494,127.0386,37.650801,2,지진옥외대피소,3
5,서울특별시,관악구,남부어린이공원,서울특별시 관악구 신림동   483-14,989,126.920548,37.485054,2,지진옥외대피소,3
5,서울특별시,구로구,신도림초등학교운동장,서울특별시 구로구 신도림동   300-6,2666,126.88303,37.512202,2,지진옥외대피소,3
5,서울특별시,성북구,숭인초등학교,서울특별시 성북구  오패산로16길 37  (하월곡동),12685,127.038406,37.608936,1,지진실내구호소,3
5,서울특별시,은평구,은평문화예술정보학교 운동장,서울특별시 은평구 응암동   334-12,1000,126.919358,37.589518,2,지진옥외대피소,3
5,서울특별시,광진구,세종초등학교 운동장,서울특별시 광진구 군자동   98-0,2000,127.073,37.55286,2,지진옥외대피소,3
5,서울특별시,영등포구,양화중학교 운동장,서울특별시 영등포구 문래동3가   48-0,2206,126.896358,37.51953,2,지진옥외대피소,3
5,서울특별시,동대문구,휘봉초등학교,서울특별시 동대문구 휘경동   49-27,2500,127.070258,37.585887,2,지진옥외대피소,3
5,서울특별시,영등포구,영등포여자고등학교,서울특별시 영등포구  영등포로62길 13  (신길동),17821,126.915101,37.515371,1,지진실내구호소,3
5,서울특별시,구로구,오류초등학교운동장,서울특별시 구로구 오류동   15,899,126.84212,37.497806,2,지진옥외대피소,3
5,서울특별시,송파구,영동일고등학교 운동장,서울특별시 송파구 잠실동   35-1,2006,127.08977,37.509962,2,지진옥외대피소,3
5,서울특별시,용산구,서빙고초등학교,서울특별시 용산구  서빙고로51길 14  (서빙고동),1650,126.992403,37.522146,1,지진실내구호소,3
5,서울특별시,강남구,개원중학교 운동장,서울특별시 강남구 개포동   184-0,10260,없음,없음,2,지진옥외대피소,3
5,서울특별시,서대문구,명지대방목학술정보관,서울특별시 서대문구  거북골로 34  (남가좌동),4030,126.921374,37.580354,1,지진실내구호소,3
5,서울특별시,성북구,경동고등학교(운동장),서울특별시 성북구 삼선동3가   43-1,13299,127.01497,37.585744,2,지진옥외대피소,3
5,서울특별시,양천구,영도초등학교 운동장,서울특별시 양천구 목동   744-4,4849,126.871626,37.535702,2,지진옥외대피소,3
6,서울특별시,강남구,청담중학교 ,서울특별시 강남구  압구정로61길 36  (청담동),1770,127.045542,37.528518,1,지진실내구호소,3
6,서울특별시,강남구,경기여자고등학교 운동장,서울특별시 강남구 개포동   152-0,8292,없음,없음,2,지진옥외대피소,3
6,서울특별시,노원구,공릉초등학교 운동장,서울특별시 노원구 공릉동   610-1,4540,127.074624,37.619288,2,지진옥외대피소,3
6,서울특별시,관악구,관악산 난곡공원,서울특별시 관악구 신림동   685-4,9394,126.917127,37.46554,2,지진옥외대피소,3
6,서울특별시,마포구,뒤뜰어린이공원,서울특별시 마포구 성산동   588-8,530,126.909384,37.56323,2,지진옥외대피소,3
6,서울특별시,종로구,효제초등학교,서울특별시 종로구 효제동   255-4,578,127.002939,37.5728,2,지진옥외대피소,3
6,서울특별시,관악구,서원어린이공원,서울특별시 관악구 신림동   409-26,2324,126.933312,37.476775,2,지진옥외대피소,3
6,서울특별시,용산구,두텁바위공원,서울특별시 용산구 동자동   37-17,2623,126.973628,37.551186,2,지진옥외대피소,3
6,서울특별시,성북구,삼선초등학교(운동장),서울특별시 성북구 삼선동3가   30-4,4967,127.012502,37.586373,2,지진옥외대피소,3
6,서울특별시,송파구,잠일고등학교 운동장,서울특별시 송파구 잠실동   19-2,1532,127.082496,37.514409,2,지진옥외대피소,3
6,서울특별시,구로구,고척고등학교,서울특별시 구로구  중앙로15길 162  (고척동),507,126.850947,37.488094,1,지진실내구호소,3
6,서울특별시,용산구,한강중학교,서울특별시 용산구  녹사평대로 73  (서빙고동),1650,126.992345,37.523986,1,지진실내구호소,3
6,서울특별시,성북구,숭곡중학교,서울특별시 성북구  종암로 208  (하월곡동),11369,127.031133,37.607947,1,지진실내구호소,3
6,서울특별시,양천구,목2동 마을쉼터,서울특별시 양천구 목동   910-0,786,126.871569,37.545337,2,지진옥외대피소,3
6,서울특별시,구로구,신도림고등학교운동장,서울특별시 구로구 신도림동 270-2,697,126.882048,37.514242,2,지진옥외대피소,3
6,서울특별시,동대문구,휘경초등학교,서울특별시 동대문구 휘경동   302-2,1350,127.058193,37.58571,2,지진옥외대피소,3
6,서울특별시,동작구,사당종합체육관,서울특별시 동작구 사당동   산21-9,2494.6,126.969538,37.492666,1,지진실내구호소,3
6,서울특별시,도봉구,서울창림초등학교 운동장,서울특별시 도봉구 창동   411-8,11855,127.041464,37.643183,2,지진옥외대피소,3
6,서울특별시,은평구,덕산중학교 운동장,서울특별시 은평구 신사동   265-4,2644,126.904317,37.60195,2,지진옥외대피소,3
6,서울특별시,구로구,덕일전자공업고등학교  운동장,서울특별시 구로구 오류동   199-1,724,126.837291,37.490492,2,지진옥외대피소,3
6,서울특별시,광진구,용마초등학교 운동장,서울특별시 광진구 중곡동   135-1,2880,127.08424,37.558296,2,지진옥외대피소,3
6,서울특별시,서대문구,금화초등학교,서울특별시 서대문구  통일로 165  (천연동),550,126.963188,37.568651,1,지진실내구호소,3
6,서울특별시,영등포구,문래공원,서울특별시 영등포구 문래동3가   66-0,23611,126.894406,37.517668,2,지진옥외대피소,3
7,서울특별시,광진구,중마초등학교 ,서울특별시 광진구 중곡동   191-69,1337,127.079548,37.566112,2,지진옥외대피소,3
7,서울특별시,성북구,안암초등학교(운동장),서울특별시 성북구 안암동2가   93-0,4077,127.022556,37.587207,2,지진옥외대피소,3
7,서울특별시,구로구,덕의초등학교,서울특별시 구로구  고척로 213  (고척동),944,126.856733,37.506217,1,지진실내구호소,3
7,서울특별시,영등포구,안양천 영롱이 인라인 마당,서울특별시 영등포구 문래동5가   31-0,9485,126.880578,37.519182,2,지진옥외대피소,3
7,서울특별시,강남구,배밭근린공원,서울특별시 강남구 개포동   181-0,11627,없음,없음,2,지진옥외대피소,3
7,서울특별시,마포구,개나리어린이공원,서울특별시 마포구 중동   40-5,1481,126.90918,37.569919,2,지진옥외대피소,3
7,서울특별시,도봉구,서울신화초등학교 운동장,서울특별시 도봉구 창동   504-33,6892,127.041224,37.632459,2,지진옥외대피소,3
7,서울특별시,구로구,구일고등학교운동장,서울특별시 구로구 구로동   685-194,3042,126.874114,37.494683,2,지진옥외대피소,3
7,서울특별시,서대문구,연북중학교,서울특별시 서대문구  연희로36길 32  (연희동),1983.84,126.937728,37.577819,1,지진실내구호소,3
7,서울특별시,양천구,월촌중학교 운동장,서울특별시 양천구 목동   909-0,3073,126.882725,37.537562,2,지진옥외대피소,3
7,서울특별시,노원구,경기기계공업고등학교 운동장,서울특별시 노원구 하계동   78-0,12900,127.074484,37.632467,2,지진옥외대피소,3
7,서울특별시,용산구,청파어린이공원,서울특별시 용산구 서계동   226-3,8324,126.968258,37.553529,2,지진옥외대피소,3
7,서울특별시,종로구,낙산공원,서울특별시 종로구 동숭동   산2-10,152443,127.006408,37.580771,2,지진옥외대피소,3
7,서울특별시,동대문구,청량초등학교,서울특별시 동대문구  회기로25길 31  (회기동),3500,127.055819,37.591984,1,지진실내구호소,3
7,서울특별시,관악구,미성초등학교 운동장,서울특별시 관악구 신림동   768-23,2500,126.913295,37.477683,2,지진옥외대피소,3
7,서울특별시,송파구,서울잠전초등학교 운동장,서울특별시 송파구 잠실동   229,3992,127.084205,37.506774,2,지진옥외대피소,3
7,서울특별시,용산구,보광동주민센터,서울특별시 용산구  장문로 95  (보광동),731,127.000112,37.526266,1,지진실내구호소,3
7,서울특별시,관악구,신성초등학교 운동장,서울특별시 관악구 신림동   117-4,7337,126.936633,37.471587,2,지진옥외대피소,3
7,서울특별시,강남구,경기고등학교,서울특별시 강남구  영동대로 643  (삼성동),614,127.056003,37.517425,1,지진실내구호소,3
7,서울특별시,구로구,오남중학교,서울특별시 구로구 오류동   산39-40,0,126.835131,37.489134,2,지진옥외대피소,3
7,서울특별시,은평구,서울서신초등학교 운동장,서울특별시 은평구 신사동   194-0,3358,126.907547,37.592482,2,지진옥외대피소,3
7,서울특별시,관악구,구암초등학교,서울특별시 관악구 봉천동   823-1,513,126.947303,37.48989,1,지진실내구호소,3
7,서울특별시,동대문구,전동중학교,서울특별시 동대문구 휘경동   49-295,1500,127.071144,37.585243,2,지진옥외대피소,3
8,서울특별시,용산구,청파초등학교 운동장,서울특별시 용산구 청파동2가   1-42,16722,126.964289,37.547632,2,지진옥외대피소,3
8,서울특별시,강남구,개포동근린공원,서울특별시 강남구 개포동   182-1,9706,없음,없음,2,지진옥외대피소,3
8,서울특별시,양천구,파리공원,서울특별시 양천구 목동   906-0,29619,126.877139,37.534436,2,지진옥외대피소,3
8,서울특별시,노원구,혜성여자고등학교 운동장,서울특별시 노원구 하계동   산16-38,8880,127.073227,37.641037,2,지진옥외대피소,3
8,서울특별시,영등포구,문래중학교 운동장,서울특별시 영등포구 문래동6가   44-0,775,126.884184,37.520271,2,지진옥외대피소,3
8,서울특별시,강남구,봉은초등학교 ,서울특별시 강남구  학동로 610  (삼성동),2362,127.060791,37.520101,1,지진실내구호소,3
8,서울특별시,서대문구,인왕중학교 강당,서울특별시 서대문구  세검정로4길 69  (홍제동),100,126.952043,37.59278,1,지진실내구호소,3
8,서울특별시,광진구,중광초등학교 운동장 ,서울특별시 광진구 중곡동   220-22,330,127.082354,37.565358,2,지진옥외대피소,3
8,서울특별시,구로구,오류고등학교운동장,서울특별시 구로구 궁동   110-1,998,126.828094,37.500035,2,지진옥외대피소,3
8,서울특별시,관악구,합실어린이공원,서울특별시 관악구 신림동   321-5,1297,126.930236,37.461986,2,지진옥외대피소,3
8,서울특별시,은평구,서울상신초등학교 운동장 ,서울특별시 은평구 신사동   230-11,2528,126.904724,37.597845,2,지진옥외대피소,3
8,서울특별시,동대문구,휘봉고등학교,서울특별시 동대문구 휘경동   43-138,2150,127.068116,37.586544,2,지진옥외대피소,3
8,서울특별시,마포구,물빛문화공원,서울특별시 마포구 상암동   1608,5826,126.893112,37.580055,2,지진옥외대피소,3
8,서울특별시,송파구,서울버들초등학교 운동장,서울특별시 송파구 잠실동   35-6,3771,127.089089,37.510267,2,지진옥외대피소,3
8,서울특별시,관악구,당곡중학교,서울특별시 관악구 봉천동   682-0,856,126.933153,37.4919,1,지진실내구호소,3
8,서울특별시,동대문구,휘경1동주민센터,서울특별시 동대문구  외대역동로6길 3  (휘경동),171,127.065763,37.59293,1,지진실내구호소,3
8,서울특별시,성북구,용문고등학교(운동장),서울특별시 성북구 안암동2가   96-1,7385,127.024668,37.588021,2,지진옥외대피소,3
8,서울특별시,구로구,매봉초등학교,서울특별시 구로구  고척로21길 55  (개봉동),604,126.844575,37.504402,1,지진실내구호소,3
8,서울특별시,중구,회현체육센터,서울특별시 중구  퇴계로12길 78  (회현동1가),701.66,126.981656,37.55623,1,지진실내구호소,3
8,서울특별시,구로구,서울구일초등학교운동장,서울특별시 구로구 구로동   685-221,387,126.872969,37.492781,2,지진옥외대피소,3
8,서울특별시,종로구,서울사대부설여자중학교,서울특별시 종로구 동숭동   199-1,1920,127.003869,37.577264,2,지진옥외대피소,3
8,서울특별시,관악구,남부초등학교 운동장,서울특별시 관악구 신림동   467,3337,126.922099,37.484888,2,지진옥외대피소,3
8,서울특별시,도봉구,서울자운초등학교 운동장,서울특별시 도봉구 창동   181-19,10224,127.046564,37.657611,2,지진옥외대피소,3
9,서울특별시,서대문구,안산초등학교,서울특별시 서대문구  통일로 321  (홍제동),1013,126.944031,37.585068,1,지진실내구호소,3
9,서울특별시,마포구,가온문화공원,서울특별시 마포구 상암동   1594,4630,126.887629,37.581753,2,지진옥외대피소,3
9,서울특별시,강남구,개포고등학교 운동장,서울특별시 강남구 개포동   173-0,8882,없음,없음,2,지진옥외대피소,3
9,서울특별시,구로구,영서초등학교운동장,서울특별시 구로구 구로동   165-1,7232,126.895123,37.488485,2,지진옥외대피소,3
9,서울특별시,도봉구,자운고등학교 운동장,서울특별시 도봉구 창동   1,13369,127.050673,37.659092,2,지진옥외대피소,3
9,서울특별시,동대문구,휘경공업고등학교,서울특별시 동대문구  겸재로 21  (휘경동),3500,127.069537,37.585333,1,지진실내구호소,3
9,서울특별시,은평구,서울증산초등학교 운동장,서울특별시 은평구 증산동   212-0,15734,126.904172,37.582616,2,지진옥외대피소,3
9,서울특별시,종로구,올림픽기념국민생활관,서울특별시 종로구 혜화동   1-21,1152,126.998772,37.590648,2,지진옥외대피소,3
9,서울특별시,광진구,용곡초등학교 운동장 ,서울특별시 광진구 중곡동   176-1,2184,127.088728,37.566962,2,지진옥외대피소,3
9,서울특별시,영등포구,안양천 영롱이 억새 1~3구장,서울특별시 영등포구 문래동6가   52-0,23850,126.880527,37.521161,2,지진옥외대피소,3
9,서울특별시,구로구,경인중학교,서울특별시 구로구  경인로 301  (개봉동),870,126.854658,37.498382,1,지진실내구호소,3
9,서울특별시,동대문구,휘경여자고등학교,서울특별시 동대문구 휘경동   43-7,1750,127.067424,37.583241,2,지진옥외대피소,3
