,id,lat,lng,households,buildDate,score,m2,p,min_sales,max_sales,avg_sales,구,distance_park,distance_subway,distance_mart,cctv,crime,distance_hospital,distance_library,distance_school
34,2840,37.66737208,127.0632409,939,198904,3.8,58,18,13600.0,21200.0,17500.0,노원구,0.2408932644866749,0.5427841176807189,3.0974242591166794,2415,3743,2.047163578739064,0.3213752023532709,0.24207297378054665
35,2762,37.67443471,127.0504651,105,199602,3.4,74,22,20000.0,36900.0,25000.0,노원구,0.3098684373266395,0.5071057886737685,4.164768719268587,2415,3743,3.011586906274022,0.47327944225292,0.40334572820772796
36,1437,37.67163697,127.052966,494,199904,3.7,102,31,33300.0,34200.0,34000.0,노원구,0.13870971191953177,0.6242810741606614,3.7939848354987813,2415,3743,2.645906689546416,0.330164129218411,0.169611683876434
37,1284,37.6866928,127.047548,2678,199509,3.9,95,29,26700.0,31700.0,31000.0,도봉구,0.18445896071192955,0.28077973121020555,0.6987274392073695,1629,2179,4.799137221769827,0.25429589813853526,0.16275882819270307
38,7543,37.68472527,127.0471209,141,200410,3.7,100,30,30000.0,33800.0,33500.0,도봉구,0.21112588743116473,0.48724152872436244,0.4783458065492639,1629,2179,4.581354640144298,0.1272143151153786,0.33676168795452843
39,58188,37.6686747,127.0781537,87,200311,0.0,74,22,27200.0,32400.0,30000.0,노원구,0.1586279620272002,0.23250263189015596,3.31455028535852,2415,3743,2.603473862323669,0.6497465037105744,0.24189344208260505
40,6012,37.68151787,127.0469012,526,200303,4.3,113,34,33000.0,52100.0,40000.0,도봉구,0.30353667068790074,0.8416117892599457,0.16214589403383795,1629,2179,4.243258125282581,0.29531207707135126,0.6687003289060924
41,6702,37.67224298,127.0517196,142,199610,4.3,79,24,26400.0,29600.0,28000.0,노원구,0.2228666040376072,0.6093759602018788,3.8973606947325594,2415,3743,2.744893572208921,0.33126051364560083,0.19328809864528126
42,5536,37.66629212,127.0675379,348,199005,4.1,83,25,24300.0,26100.0,25500.0,노원구,0.14957218818038043,0.7821190567270634,2.9426651811375057,2415,3743,1.9822779916078235,0.38236057385090627,0.19494570046684537
43,1445,37.67310837,127.0507045,106,199507,5.0,102,31,24000.0,24000.0,24000.0,노원구,0.3494308903371684,0.5863975986902461,4.0206512112601605,2415,3743,2.8659489277615786,0.40844804163691845,0.3017931648113847
44,2892,37.66608244,127.0686666,420,198703,4.3,63,19,17000.0,37200.0,22500.0,노원구,0.07935751792925311,0.700322266025165,2.9178650066513567,2415,3743,1.986004497171374,0.350517763423278,0.286506572450421
45,9155,37.67962237,127.0465237,448,200502,3.8,79,24,33000.0,40700.0,37000.0,도봉구,0.32168279627785995,1.0516746286940495,0.14796953926286263,1629,2179,4.036289172856201,0.29269453352564023,0.725694972592642
46,3734,37.67626306,127.0476642,190,199812,3.4,81,25,18900.0,44500.0,28000.0,도봉구,0.11076469399095287,0.8344048987903898,0.5243454661776953,1629,2179,3.741039548246236,0.4613647251640133,0.8220151400354863
47,12106,37.6713926,127.0513971,117,200207,4.3,105,32,28400.0,28400.0,28500.0,노원구,0.16055093785515526,0.7055051538538768,3.821284778961388,2415,3743,2.665934093048529,0.23274662653742356,0.1016577768107526
48,2805,37.67227599,127.0504093,465,199312,3.7,85,26,29900.0,30600.0,30000.0,노원구,0.2914214393588378,0.6730441017076589,3.9461424425164724,2415,3743,2.789030701516338,0.3152455902596652,0.22620908575592075
49,12370,37.66776924,127.0798574,42,200201,3.5,92,28,25000.0,35000.0,25500.0,노원구,0.24570135285127162,0.3136867898726696,3.2596834649666797,2415,3743,2.6061786137090035,0.6445909671017813,0.19023364036550852
50,20215,37.6745512,127.0476767,80,201012,4.5,108,33,28400.0,34900.0,30000.0,도봉구,0.14959190523950483,0.6446286019905348,0.7047778742075762,1629,2179,3.573129866502618,0.5515844022269086,0.7229640792295049
51,2811,37.6661668,127.0593183,1739,198810,3.9,58,18,15200.0,34200.0,21000.0,노원구,0.17785312167415865,0.1739420878936519,3.039186388984414,2415,3743,1.9271892952134693,0.4363378595107734,0.16648350835067274
52,5535,37.66477818,127.0680443,471,198805,3.6,64,19,15400.0,24600.0,20000.0,노원구,0.12068159769613887,0.6328486319200238,2.77326636116563,2415,3743,1.8313711541690048,0.23140649044635964,0.2922951846594438
