학교명,위도,경도,구
서울등원초등학교,37.55981354,126.850069,강서구
서울동답초등학교,37.57150142,127.0640341,동대문구
서울영서초등학교,37.48896082,126.8955833,구로구
서울내발산초등학교,37.55088255,126.8381642,강서구
서울태릉초등학교,37.62310241,127.0850589,노원구
서울삼각산초등학교,37.61614897,127.0145684,강북구
서울성수초등학교,37.54433609,127.0631674,성동구
서울숭덕초등학교,37.6038198,127.013291,성북구
서울잠동초등학교,37.51833846,127.099931,송파구
서울도성초등학교,37.50146201,127.0488722,강남구
서울문백초등학교,37.44709025,126.8986974,금천구
서울삼전초등학교,37.50169984,127.0932689,송파구
서울신북초등학교,37.57110496,126.9053603,마포구
서울강월초등학교,37.51634172,126.8334319,양천구
서울명덕초등학교,37.55676233,127.1450815,강동구
서울백석초등학교,37.55364765,126.8624259,강서구
서울상경초등학교,37.67050507,127.0516742,노원구
서울신현초등학교,37.6058146,127.0935852,중랑구
서울구로초등학교,37.49746187,126.8865543,구로구
서울위례별초등학교,37.47908713,127.1450416,송파구
서울상지초등학교,37.57975102,126.8820736,마포구
서울동명초등학교,37.56812285,127.0351083,성동구
서울중흥초등학교,37.60167188,127.0841422,중랑구
서울홍릉초등학교,37.59068752,127.0477051,동대문구
서울길음초등학교,37.61363115,127.01666,성북구
서울영원초등학교,37.51071936,126.9021825,영등포구
서울쌍문초등학교,37.64836383,127.0242911,도봉구
서울방산초등학교,37.50955533,127.1210892,송파구
서울인수초등학교,37.64305053,127.0091358,강북구
서울시흥초등학교,37.45534062,126.9046393,금천구
서울응봉초등학교,37.55025339,127.0338297,성동구
서울양전초등학교,37.49028284,127.0694253,강남구
서울연신초등학교,37.62605996,126.9277513,은평구
서울장충초등학교,37.55991095,127.0117048,중구
서울반원초등학교,37.510312,127.0040536,서초구
서울장위초등학교,37.61144251,127.0500064,성북구
서울행현초등학교,37.55770899,127.029368,성동구
서울녹천초등학교,37.62850661,127.0631172,노원구
계성초등학교,37.5049159,126.9968257,서초구
서울개일초등학교,37.48621415,127.0577406,강남구
서울상암초등학교,37.57633795,126.8923219,마포구
충암초등학교,37.58464029,126.9218095,은평구
서울대방초등학교,37.50290012,126.9190202,영등포구
서울창원초등학교,37.65264409,127.0399799,도봉구
서울지향초등학교,37.51283768,126.8370238,양천구
서울장곡초등학교,37.61683137,127.0481552,성북구
서울창천초등학교,37.55491782,126.9392952,마포구
매원초등학교,37.59767468,127.0191869,성북구
서울대왕초등학교,37.46462117,127.1055912,강남구
서울문창초등학교,37.48898483,126.9148407,동작구
서울압구정초등학교,37.53173911,127.0308441,강남구
서울노일초등학교,37.67375444,127.0549667,노원구
서울경동초등학교,37.5438253,127.050074,성동구
서울백운초등학교,37.65264151,127.0136725,도봉구
서울도곡초등학교,37.49951141,127.0544655,강남구
서울한산초등학교,37.52869458,127.141077,강동구
명지초등학교,37.58362994,126.9282315,서대문구
예일초등학교,37.6109459,126.9147928,은평구
서울대청초등학교,37.4931481,127.0877673,강남구
서울연천초등학교,37.62134929,126.9299179,은평구
서울충무초등학교,37.56194948,127.0012351,중구
서울동호초등학교,37.54646245,127.0100328,성동구
서울대림초등학교,37.5006148,126.9248833,동작구
서울북성초등학교,37.55963212,126.9518349,서대문구
서울신자초등학교,37.53027881,127.0755876,광진구
서울언북초등학교,37.52012517,127.0447158,강남구
서울미양초등학교,37.62153242,127.0141334,강북구
서울영남초등학교,37.47612262,126.9092099,금천구
서울신봉초등학교,37.48557635,126.9493909,관악구
서울염창초등학교,37.55322614,126.8676002,강서구
서울마포초등학교,37.53860225,126.949816,마포구
서울매동초등학교,37.57749965,126.9669415,종로구
서울등양초등학교,37.56494704,126.8447603,강서구
서울성자초등학교,37.53149357,127.0834083,광진구
서울재동초등학교,37.58002991,126.9851778,종로구
서울선사초등학교,37.55584691,127.128196,강동구
추계초등학교,37.56317672,126.9540593,서대문구
서울신도초등학교,37.63296389,126.9291989,은평구
서울천호초등학교,37.54771897,127.1365923,강동구
서울성북초등학교,37.59405389,126.9987754,성북구
서울신사초등학교,37.5928019,126.9119832,은평구
서울고명초등학교,37.55297253,127.1474362,강동구
서울대조초등학교,37.61357914,126.9193022,은평구
서울광장초등학교,37.54854922,127.1017999,광진구
서울신명초등학교,37.54092685,127.1499791,강동구
서울월곡초등학교,37.61002442,127.046081,성북구
서울공연초등학교,37.62754753,127.0745089,노원구
서울중랑초등학교,37.58966282,127.0755035,중랑구
서울교동초등학교,37.57500567,126.9881513,종로구
서울장월초등학교,37.62194109,127.0471628,성북구
서울남명초등학교,37.515684,126.8540837,양천구
세종초등학교,37.5530111,127.0728646,광진구
서울성내초등학교,37.53135786,127.1225001,강동구
서울영문초등학교,37.51980741,126.8875891,영등포구
서울우면초등학교,37.46471047,127.0237894,서초구
서울한강초등학교,37.52522655,126.965079,용산구
서울번동초등학교,37.62900012,127.0400394,강북구
서울상일초등학교,37.54757217,127.1726635,강동구
태강삼육초등학교,37.64335737,127.1088503,노원구
우촌초등학교,37.59560791,127.0114325,성북구
서울휘경초등학교,37.58573583,127.0582142,동대문구
서울창신초등학교,37.57621148,127.0142837,종로구
서울창서초등학교,37.55814305,126.9334809,서대문구
서울용답초등학교,37.56073011,127.0537608,성동구
서울연은초등학교,37.59051222,126.9251778,은평구
서울원신초등학교,37.46719824,126.9272409,관악구
서울선린초등학교,37.52976012,127.145594,강동구
성동초등학교,37.53328137,127.089281,광진구
서울당곡초등학교,37.49016812,126.9303698,관악구
서울강명초등학교,37.55470604,127.1733624,강동구
서울언남초등학교,37.45411333,127.0614475,서초구
서울구산초등학교,37.61275096,126.9093765,은평구
서울신기초등학교,37.5113683,126.854213,양천구
상명초등학교,37.64872348,127.0669678,노원구
경복초등학교,37.54982961,127.0867934,광진구
서울흥인초등학교,37.56087001,127.0145555,중구
서울중동초등학교,37.56641061,126.9117752,마포구
서울구의초등학교,37.54300899,127.0803118,광진구
서울상도초등학교,37.50034777,126.9372288,동작구
서울수리초등학교,37.62030737,126.9341783,은평구
서울망원초등학교,37.56088948,126.9007631,마포구
서울동자초등학교,37.53505821,127.0721792,광진구
서울역촌초등학교,37.60158417,126.913928,은평구
서울문래초등학교,37.51914039,126.8936057,영등포구
서울세검정초등학교,37.60346883,126.9609387,종로구
서울녹번초등학교,37.60458339,126.9257463,은평구
서울신암초등학교,37.55002367,127.1244044,강동구
서울수락초등학교,37.68450319,127.0551852,노원구
서울당현초등학교,37.64826016,127.0582136,노원구
서울성일초등학교,37.52970924,127.1284083,강동구
서울우솔초등학교,37.45709258,127.0192756,서초구
서울삼성초등학교,37.46852204,126.9404929,관악구
서울신구로초등학교,37.49966003,126.8897631,구로구
