시군구명,시설명,상세주소,경도,위도
마포구,성서중학교 운동장 ,서울특별시 마포구 성산동   587-4,126.908463,37.563098
서초구,신반포중학교,서울특별시 서초구  신반포로19길 26  (반포동),126.996128,37.505688
성북구,남대문중학교(운동장),서울특별시 성북구 장위동   126-0,127.055688,37.61837
은평구,녹번동마을마당,서울특별시 은평구 녹번동   104-7,126.927597,37.606096
용산구,비상공원,서울특별시 용산구 이촌동   417,126.971379,37.5223
송파구,영파여자중학교 운동장,서울특별시 송파구 풍납동   501,127.120149,37.532557
종로구,매동초등학교,서울특별시 종로구  사직로9길 19  (필운동),126.966855,37.5775
강서구,화원중학교 체육관,서울특별시 강서구  강서로17나길 86  (화곡동),126.842567,37.536716
강서구,덕원중학교 운동장,서울특별시 강서구 내발산동   산59-2,126.829493,37.549834
동작구,수도여자고등학교,서울특별시 동작구 신대방동   470-13,126.915514,37.493069
영등포구,도림초등학교 운동장,서울특별시 영등포구 신길동   285-1,126.907341,37.508234
성동구,성원어린이 공원,서울특별시 성동구 성수동1가   13-21,127.049888,37.55036
강남구,은성중학교 운동장,서울특별시 강남구 도곡동   938-10,127.036232,37.487844
중랑구,상봉1동 주민센터,서울특별시 중랑구  상봉중앙로1길 6  (상봉동),127.087077,37.599861
강북구,소공원,서울특별시 강북구 미아동   762-121,127.017396,37.625113
용산구,이촌어린이공원,서울특별시 용산구 이촌동   301-60,126.979774,37.518738
영등포구,영신초등학교 운동장,서울특별시 영등포구 신길동   121-0,126.918432,37.509817
은평구,서광교회,서울특별시 은평구  통일로 951  (갈현동),126.919281,37.627767
서초구,구립반포본동경로당,서울특별시 서초구  신반포로 32  (반포동 반포아파트),126.991365,37.504243
종로구,평창동주민센터,서울특별시 종로구  평창문화로 65  (평창동),126.968398,37.606371
강서구,발산근린공원,서울특별시 강서구 내발산동   739-0,126.825533,37.55471
노원구,청원초등학교 운동장,서울특별시 노원구 상계동   641-0,127.063043,37.666302
강서구,등촌초등학교운동장,서울특별시 강서구 등촌동   520-4,126.858369,37.547642
은평구,은평평화공원,서울특별시 은평구 녹번동   153-19,126.923531,37.604681
송파구,풍납중학교 운동장,서울특별시 송파구 풍납동   390,127.116401,37.525457
중랑구,중곡초등학교,서울특별시 중랑구  면목로23길 20  (면목동),127.083759,37.574264
성북구,숭인초등학교(운동장),서울특별시 성북구 하월곡동   222-4,127.038406,37.608936
강서구,화곡초등학교 체육관,서울특별시 강서구  초록마을로 28  (화곡동),126.84595,37.543209
영등포구,중마루근린공원,서울특별시 영등포구 영등포동2가   222-0,126.911246,37.519809
마포구,큰길어린이공원,서울특별시 마포구 성산동   200-50,126.908214,37.567722
동작구,서울보라매초등학교,서울특별시 동작구 신대방동   488-1,126.9161,37.4958
성동구,성수공업고등학교 운동장,서울특별시 성동구 성수동2가   333-128,127.051146,37.540194
동작구,(주)농심,서울특별시 동작구 신대방동   370-1,126.9185,37.4969
관악구,봉림중학교,서울특별시 관악구  장군봉길 72  (봉천동),126.93819,37.480736
중랑구,중화고등학교,서울특별시 중랑구  봉화산로27길 62  (중화동),127.083054,37.604647
노원구,상원중학교,서울특별시 노원구 상계동   632-0,127.059665,37.671881
종로구,독립문초등학교,서울특별시 종로구  통일로12길 9  (무악동),126.95995,37.573314
성북구,성북구도시관리공단(주차장),서울특별시 성북구 하월곡동   226-4,127.041114,37.600428
성동구,경수초등학교 운동장,서울특별시 성동구 성수동2가   268-0,127.058311,37.540273
영등포구,대방초등학교 운동장,서울특별시 영등포구 신길동   1444,126.919268,37.50253
강서구,발음공원,서울특별시 강서구 내발산동   697-0,126.833214,37.552027
영등포구,중앙어린이공원,서울특별시 영등포구 영등포동6가   65-1,126.903717,37.521357
송파구,서울풍성초등학교 운동장,서울특별시 송파구 풍납동   388-8,127.11327,37.526066
강북구,화계초등학교운동장,서울특별시 강북구 미아동   127-2,127.029261,37.623864
은평구,광현교회,서울특별시 은평구  연서로27길 31-7  (갈현동),126.916103,37.618357
강서구,등촌중학교운동장,서울특별시 강서구 등촌동   534-9,126.859403,37.552463
마포구,중동초등학교 운동장,서울특별시 마포구 성산동   94-1,126.911345,37.566644
은평구,불광초등학교 운동장,서울특별시 은평구 불광동   272-2,126.930956,37.612794
강서구,신정초등학교 체육관,서울특별시 강서구  곰달래로31가길 27  (화곡동),126.852548,37.532725
용산구,청탑공원,서울특별시 용산구 이촌동   425,126.977318,37.517765
관악구,신봉초등학교,서울특별시 관악구  양녕로6나길 1  (봉천동),126.949271,37.48571
용산구,사촌어린이공원,서울특별시 용산구 이촌동   429,126.970887,37.520601
영등포구,영중초등학교 운동장,서울특별시 영등포구 영등포동7가   53-0,126.903821,37.523399
강남구,숙명여자고등학교 운동장,서울특별시 강남구 도곡동   91-0,127.053397,37.491227
마포구,성원초등학교 운동장,서울특별시 마포구 성산동   175-1,126.905039,37.567104
관악구,당곡초등학교 운동장,서울특별시 관악구 봉천동   692-8,126.929985,37.490156
강북구,창문여자고등학교운동장,서울특별시 강북구 미아동   8-6,127.036541,37.612757
영등포구,대길초등학교 운동장,서울특별시 영등포구 신길동   4482-0,126.914067,37.498093
은평구,은혜초등학교 운동장,서울특별시 은평구 불광동   331-27,126.927347,37.61787
서초구,미도어린이공원,서울특별시 서초구 반포동   53-1,127.010737,37.501699
강서구,양천초등학교 체육관,서울특별시 강서구  양천로 329  (가양동),126.83946,37.570024
강서구,등현초등학교운동장,서울특별시 강서구 등촌동   702-5,126.847762,37.561295
노원구,불암중학교,서울특별시 노원구  한글비석로5길 45  (하계동),127.07376,37.646019
성동구,경수중학교 운동장,서울특별시 성동구 성수동2가   268-0,127.058321,37.539541
노원구,온곡초등학교 운동장,서울특별시 노원구 상계동   638-0,127.06589,37.667612
성북구,서울도시과학기술고등학교(운동장),서울특별시 성북구 하월곡동   90-1,127.032994,37.607651
강서구,범바위공원,서울특별시 강서구 화곡동   1061-36,126.8414,37.543259
중랑구,장안중학교,서울특별시 중랑구 중화동   288-26,127.080724,37.60052
송파구,영파여자고등학교 운동장,서울특별시 송파구 풍납동   501,127.120149,37.532557
송파구,가락중학교 운동장,서울특별시 송파구 송파동   168,127.118365,37.5022
용산구,이촌한우리공원,서울특별시 용산구 이촌동   437,126.981072,37.517318
노원구,중평초등학교,서울특별시 노원구  섬밭로 241  (하계동),127.063758,37.637522
마포구,상지초등학교 운동장,서울특별시 마포구 상암동   1676,126.882188,37.579575
관악구,구암중학교 운동장,서울특별시 관악구 봉천동   1712-5,126.948363,37.492751
성동구,성수초등학교 운동장,서울특별시 성동구 성수동2가   277-32,127.0525,37.544711
노원구,상곡초등학교 운동장,서울특별시 노원구 상계동   678-0,127.062328,37.662714
강서구,공진중학교 체육관,서울특별시 강서구  양천로55길 56  (가양동),126.851005,37.566485
은평구,연광초등학교 운동장,서울특별시 은평구 불광동   400-6,126.924223,37.623866
서초구,언남초등학교,서울특별시 서초구  염곡안1길 25  (염곡동),127.05166,37.463765
중랑구,중랑구청,서울특별시 중랑구  봉화산로 17  (중화동),127.092624,37.606704
강북구,송중초등학교운동장,서울특별시 강북구 미아동   94-1,127.031432,37.61706
강서구,원당공원,서울특별시 강서구 내발산동   650-0,126.842084,37.557388
영등포구,영신고등학교 운동장,서울특별시 영등포구 신길동   4656-2,126.909577,37.49758
강서구,등마초등학교 운동장,서울특별시 강서구 등촌동   718-0,126.862063,37.541965
영등포구,서강어린이공원,서울특별시 영등포구 영등포동8가   28-0,126.905861,37.525811
강동구,신명초교,서울특별시 강동구  명일로24길 33  (길동),127.149629,37.541477
성북구,숭곡초등학교(운동장),서울특별시 성북구 하월곡동   84-86,127.032632,37.608504
영등포구,여의도여자고등학교 운동장,서울특별시 영등포구 여의도동   40-2,126.935162,37.522664
마포구,상암초등학교 운동장,서울특별시 마포구 상암동   1635,126.892141,37.576105
성북구,월곡중학교(운동장),서울특별시 성북구 상월곡동   35-1,127.048028,37.606673
강서구,염강초등학교 강당,서울특별시 강서구  허준로 221-22  (가양동),126.86445,37.560886
강서구,도림공원,서울특별시 강서구 등촌동   635-1,126.862868,37.555568
노원구,서울상월초등학교 운동장,서울특별시 노원구 상계동   697-0,127.057266,37.658608
노원구,중평중학교,서울특별시 노원구  동일로203길 87  (하계동),127.06235,37.637007
강북구,체류지 마을마당,서울특별시 강북구 미아동   51-29,127.03073,37.611875
성동구,송원초등학교 운동장,서울특별시 성동구 송정동   72-8,127.069348,37.554055
송파구,서울중대초등학교 운동장,서울특별시 송파구 송파동   191,127.11371,37.500104
은평구,서울세명컴퓨터고등학교 운동장,서울특별시 은평구 불광동   445-35,126.923832,37.627867
용산구,이태원초등학교 운동장,서울특별시 용산구 이태원동   406,126.988025,37.535867
강서구,송정초등학교 운동장,서울특별시 강서구 공항동   22-16,126.810892,37.562181
강동구,둔촌중학교,서울특별시 강동구  진황도로61길 25-30  (둔촌동),127.146206,37.530336
중랑구,신묵초등학교,서울특별시 중랑구  동일로149길 46  (묵동),127.075552,37.60717
서초구,서일초등학교,서울특별시 서초구  남부순환로339길 38  (서초동),127.022633,37.484812
영등포구,대영중학교 운동장,서울특별시 영등포구 신길동   342-49,126.905209,37.503118
관악구,인헌초등학교 운동장,서울특별시 관악구 봉천동   212-3,126.960237,37.476371
노원구,용화여자고등학교 운동장,서울특별시 노원구 상계동   696-0,127.057999,37.659097
영등포구,윤중초등학교 운동장,서울특별시 영등포구 여의도동   38-0,126.923073,37.519604
영등포구,신길근린공원,서울특별시 영등포구 신길동   341-3,126.905991,37.50144
강서구,새나라공원,서울특별시 강서구 등촌동   707-2,126.852023,37.561529
강북구,영훈고등학교운동장,서울특별시 강북구 미아동   471-2,127.027897,37.613685
중랑구,묵현초등학교,서울특별시 중랑구  동일로157길 75  (묵동),127.073652,37.608984
마포구,휴암문화공원,서울특별시 마포구 상암동   670-0,126.880375,37.582983
용산구,이태원 마을숲 소공원,서울특별시 용산구 이태원동   260-93,126.991476,37.541228
노원구,수암초등학교,서울특별시 노원구  중계로12길 9  (중계동),127.081675,37.648105
강남구,언북초등학교 운동장,서울특별시 강남구 청담동   27-0,127.045344,37.519973
성동구,송정체육공원,서울특별시 성동구 송정동 73-254,127.065302,37.557815
서초구,서이초등학교,서울특별시 서초구  서운로 35  (서초동),127.025948,37.491201
성북구,장위초등학교(운동장),서울특별시 성북구 장위동   68-8,127.049827,37.612103
송파구,서울송파초등학교 운동장,서울특별시 송파구 송파동   114,127.110752,37.507053
은평구,불광어린이공원,서울특별시 은평구 불광동   236-5,126.931436,37.6164
강서구,장미공원,서울특별시 강서구 공항동   668-0,126.8138,37.556743
관악구,영락고등학교 운동장,서울특별시 관악구 봉천동   1558-1,126.944366,37.476481
강서구,가곡초등학교 교실,서울특별시 강서구  공항대로36길 74  (마곡동),126.835822,37.555284
노원구,계상초등학교,서울특별시 노원구  한글비석로41가길 24  (상계동),127.068073,37.663084
노원구,온곡중학교 운동장,서울특별시 노원구 상계동   687-0,127.064953,37.66052
송파구,일신여자상업고등학교 운동장,서울특별시 송파구 송파동   99-2,127.113485,37.501784
관악구,봉림중학교 운동장,서울특별시 관악구 봉천동   1531-38,126.938151,37.480714
성북구,장월초등학교(운동장),서울특별시 성북구 장위동   316-0,127.046847,37.621997
서초구,신중초등학교,서울특별시 서초구  남부순환로317길 15  (서초동),127.009794,37.479923
마포구,상암중학교,서울특별시 마포구 상암동   1657-0,126.887953,37.578843
양천구,목일중학교 운동장,서울특별시 양천구 신정동   330-2,126.873763,37.513375
영등포구,여의도초등학교 운동장,서울특별시 영등포구 여의도동   40-3,126.936663,37.522863
강북구,삼각산고등학교 운동장,서울특별시 강북구 미아동   812-4,127.019084,37.616002
강서구,등마루공원,서울특별시 강서구 등촌동   641-5,126.857393,37.556001
중랑구,원묵고등학교,서울특별시 중랑구  숙선옹주로 82  (묵동),127.086037,37.615419
은평구,불광중학교 운동장,서울특별시 은평구 불광동   173-0,126.931459,37.623128
강서구,내발산초등학교 체육관,서울특별시 강서구  강서로46길 23  (내발산동),126.837868,37.551268
성동구,용답토속 공원,서울특별시 성동구 용답동   223-0,127.056749,37.563322
용산구,소월길 어린이공원,서울특별시 용산구 이태원동   463,126.989216,37.543548
영등포구,대영고등학교 운동장,서울특별시 영등포구 신길동   336-2,126.906163,37.503457
영등포구,평화어린이공원,서울특별시 영등포구 여의도동   50-2,126.937974,37.521181
강북구,삼각산초등학교 운동장,서울특별시 강북구 미아동   1353-10,127.015297,37.61623
노원구,상계제일중학교,서울특별시 노원구  덕릉로86길 29-15  (중계동),127.0778,37.661678
강서구,등서공원,서울특별시 강서구 등촌동   639-2,126.854562,37.559185
송파구,가락고등학교 운동장,서울특별시 송파구 송파동   172,127.116904,37.501251
서초구,서울고등학교,서울특별시 서초구  효령로 197  (서초동),127.006047,37.483961
용산구,라틴아메리카공원,서울특별시 용산구 이태원동   258-467,126.996963,37.540774
동작구,서울신길초등학교,서울특별시 동작구 대방동   351-6,126.9266,37.5104
마포구,구룡근린공원,서울특별시 마포구 상암동   1583-0,126.88359,37.582942
강서구,송정중학교 체육관,서울특별시 강서구  남부순환로 121  (공항동),126.815248,37.553596
성동구,용답초등학교 운동장,서울특별시 성동구 용답동   29-0,127.053544,37.560777
성북구,장곡초등학교(운동장),서울특별시 성북구 장위동   235-0,127.048272,37.616696
광진구,광진초,서울특별시 광진구  자양로40길 41  (구의동),127.052878,37.325105
은평구,녹번초등학교 운동장,서울특별시 은평구 녹번동   174-0,126.926242,37.604287
양천구,신목고등학교 운동장,서울특별시 양천구 신정동   330-3,126.873461,37.512829
은평구,연신초등학교 운동장,서울특별시 은평구 불광동   73-1,126.928338,37.626327
영등포구,신길광장,서울특별시 영등포구 신길동   431-28,126.905901,37.499915
영등포구,신길유수지,서울특별시 영등포구 신길동   54-6,126.917637,37.516098
용산구,독서당어린이공원,서울특별시 용산구 한남동   1-32,127.01247,37.534432
강북구,고갯마루공원,서울특별시 강북구 미아동   1357-5,127.017463,37.616531
강서구,백석어린이공원,서울특별시 강서구 등촌동   646-41,126.863039,37.553811
강서구,송정초등학교 체육관,서울특별시 강서구  공항대로3길 18  (공항동),126.810892,37.562181
은평구,요산공원,서울특별시 은평구 불광동   13-58,126.932648,37.618367
동작구,중앙대학교사범대학부속중학교,서울특별시 동작구 흑석동   86-0,126.9593,37.5041
양천구,목운중학교 운동장,서울특별시 양천구 목동   922-0,126.873011,37.52699
동대문구,대광고등학교,서울특별시 동대문구  안암로 6  (신설동),127.024838,37.57818
성북구,월곡초등학교(운동장),서울특별시 성북구 장위동   246-194,127.046505,37.609792
강남구,역삼소나무공원,서울특별시 강남구 역삼동   836-21,127.033699,37.490979
은평구,새록공원,서울특별시 은평구 녹번동   158-1,126.923647,37.604124
송파구,일신여자중학교 운동장,서울특별시 송파구 송파동   99-2,127.113485,37.501784
성동구,중랑물재생센터,서울특별시 성동구 용답동   247-6,127.062902,37.559719
양천구,해누리체육공원,서울특별시 양천구 신정동   330-4,126.872926,37.511706
서초구,서래초등학교,서울특별시 서초구  방배로 260  (방배동),126.989243,37.496004
노원구,용동초등학교,서울특별시 노원구  한글비석로1길 81-11  (중계동),127.069097,37.641117
영등포구,윤중중학교 운동장,서울특별시 영등포구 여의도동   38-2,126.92364,37.518643
강서구,신월초등학교운동장,서울특별시 강서구 화곡동   1080,126.839114,37.539997
동대문구,동대문구청,서울특별시 동대문구  천호대로 145  (용두동),127.03992,37.574285
양천구,갈산초등학교 운동장,서울특별시 양천구 신정동   330-10,126.869978,37.511835
강북구,논골어린이공원,서울특별시 강북구 번동   417-15,127.028039,37.638383
강남구,충현공원,서울특별시 강남구 역삼동   666-2,127.036509,37.504759
광진구,건국대부속중학교 운동장,서울특별시 광진구 화양동   528-0,127.0822,37.54078
성북구,광운초등학교(운동장),서울특별시 성북구 장위동   128-0,127.055106,37.618957
강서구,송화초등학교 체육관,서울특별시 강서구  방화대로34길 2  (방화동),126.817541,37.5685
양천구,목운초등학교 운동장,서울특별시 양천구 목동   922-0,126.873011,37.52699
동작구,중앙대학교,서울특별시 동작구 흑석동   221-0,126.957979,37.5047
은평구,갈현초등학교 운동장,서울특별시 은평구 갈현동   451-15,126.916689,37.619276
용산구,응봉근린공원(매봉산공원),서울특별시 용산구 한남동   726-181,127.003401,37.54611
영등포구,영등포여자고등학교 운동장,서울특별시 영등포구 신길동   184-3,126.915358,37.515091
영등포구,자유어린이공원(시범아파트),서울특별시 영등포구 여의도동   50-3,126.936167,37.52049
서초구,방배초등학교,서울특별시 서초구  방배중앙로13길 26  (방배동),126.98748,37.487223
송파구,잠실여자고등학교 운동장,서울특별시 송파구 송파동   99-2,127.113485,37.501784
노원구,중원초등학교,서울특별시 노원구  섬밭로 316  (중계동),127.062871,37.643919
은평구,연신어린이공원,서울특별시 은평구 불광동   339-1,126.925178,37.619308
양천구,계남초등학교 운동장,서울특별시 양천구 신정동   325-7,126.859999,37.510087
동작구,서울남사초등학교,서울특별시 동작구 사당동   1011-1,126.978862,37.482344
성북구,녹지쉼터(공원),서울특별시 성북구 장위동   68-37,127.053035,37.612385
영등포구,메낙골근린공원,서울특별시 영등포구 신길동   4934-4,126.915492,37.506298
강북구,수송초등학교 운동장,서울특별시 강북구 번동   456-0,127.032802,37.63692
노원구,청계초등학교,서울특별시 노원구  공릉로 431  (중계동),127.065899,37.644988
서초구,신동초등학교,서울특별시 서초구  나루터로 15  (잠원동),127.011894,37.516895
광진구,화양초등학교 운동장,서울특별시 광진구 화양동   12-2,127.079893,37.544475
영등포구,자매공원,서울특별시 영등포구 여의도동   56-0,126.930468,37.517469
강남구,역삼장미공원,서울특별시 강남구 역삼동   780-25,127.04481,37.495307
은평구,연신중학교 운동장,서울특별시 은평구 불광동   400-4,126.924958,37.623555
송파구,서울석촌초등학교 운동장,서울특별시 송파구 석촌동   267,127.104776,37.502551
강서구,신정초등학교운동장,서울특별시 강서구 화곡동   869-42,126.852548,37.532725
양천구,서정초등학교 운동장,서울특별시 양천구 목동   927-5,126.867174,37.523899
용산구,한남어린이공원,서울특별시 용산구 한남동   15-5,127.013853,37.537231
은평구,서갈현공원,서울특별시 은평구 갈현동   434-38,126.915714,37.621515
동대문구,용신동주민센터,서울특별시 동대문구  천호대로27길 35  (용두동),127.037285,37.575823
구로구,신도림중학교,서울특별시 구로구  경인로63길 74  (신도림동),126.885364,37.510895
성북구,장위중학교(운동장),서울특별시 성북구 장위동   231-623,127.041164,37.611565
구로구,신도림고등학교,서울특별시 구로구  경인로67길 159  (신도림동),126.882048,37.514242
은평구,은평고등학교 운동장,서울특별시 은평구 구산동   산41-1,126.90576,37.609053
동작구,경문고등학교,서울특별시 동작구 동작동   산4-2,126.981348,37.492954
강동구,성내1동 주민센터,서울특별시 강동구  성내로 13  (성내동),127.122195,37.530529
은평구,길마공원,서울특별시 은평구 갈현동   474-1,126.915878,37.614736
양천구,갈산공원,서울특별시 양천구 신정동   163-55,127.492727,37.485832
양천구,오목공원,서울특별시 양천구 목동   921-0,126.873615,37.527518
영등포구,영남중학교 운동장,서울특별시 영등포구 대림동   735-0,126.896413,37.497563
강서구,신곡초등학교운동장,서울특별시 강서구 화곡동   476-42,126.855837,37.538692
동대문구,홍파초등학교,서울특별시 동대문구  고산자로 518  (제기동),127.039386,37.58623
강남구,길섶근린공원,서울특별시 강남구 역삼동   757-1,127.048846,37.497589
강북구,번동중학교운동장,서울특별시 강북구 번동   231,127.036713,37.632226
광진구,건국대학교사범대학부속고등학교 운동장,서울특별시 광진구 화양동   528-0,127.0804,37.54018
용산구,달맞이공원,서울특별시 용산구 보광동   231-17,126.998079,37.527925
서초구,신동중학교,서울특별시 서초구  나루터로 27  (잠원동),127.013001,37.516337
송파구,배명고등학교 운동장,서울특별시 송파구 삼전동   172-1,127.095754,37.498368
노원구,노일초등학교,서울특별시 노원구  동일로 1625  (상계동),127.054614,37.67269
영등포구,여의도고등학교,서울특별시 영등포구 여의도동   30-1,126.933793,37.524809
송파구,서울삼전초등학교 운동장,서울특별시 송파구 삼전동   63,127.092589,37.501442
성북구,석계초등학교(운동장),서울특별시 성북구 석관동   27-3,127.069765,37.608609
영등포구,여의도중학교 운동장,서울특별시 영등포구 여의도동   40-1,126.935564,37.52357
노원구,상계중학교,서울특별시 노원구  노원로 398  (상계동),127.06858,37.652699
서초구,잠원초등학교,서울특별시 서초구  신반포로16길 15-25  (반포동),126.998097,37.501535
강서구,화원중학교운동장,서울특별시 강서구 화곡동   351-94,126.842416,37.536685
성동구,무학봉 근린공원,서울특별시 성동구 하왕십리동   890-243,127.025997,37.562428
양천구,진명여자고등학교 운동장,서울특별시 양천구 목동   927-6,126.86614,37.523798
구로구,구로초등학교,서울특별시 구로구  구로중앙로27나길 21  (구로동),126.886063,37.496888
용산구,서빙고초등학교 운동장,서울특별시 용산구 서빙고동   235-1,126.991887,37.521466
동대문구,성일중학교,서울특별시 동대문구  왕산로23길 55  (제기동),127.033687,37.580844
양천구,목동고등학교 운동장,서울특별시 양천구 신정동   325-8,126.860747,37.509073
은평구,서울대은초등학교 운동장,서울특별시 은평구 대조동   82-5,126.925821,37.612128
은평구,물빛공원,서울특별시 은평구 갈현동   389-15,126.920729,37.61898
영등포구,신대림초등학교 운동장,서울특별시 영등포구 대림동   970-1,126.905685,37.491751
중랑구,원묵중학교,서울특별시 중랑구 묵동   12-0,127.08403,37.617831
강동구,강동 어린이 회관,서울특별시 강동구  성내로 6  (성내동),127.12244,37.529375
강남구,역삼까치공원,서울특별시 강남구 역삼동   824-10,127.030765,37.497243
동작구,동작중학교,서울특별시 동작구 동작동   59-1,126.9751,37.4954
종로구,경기상업고등학교,서울특별시 종로구 청운동   89-3,126.96962,37.588825
동작구,서울동작초등학교,서울특별시 동작구 사당동   산9-1,126.9748,37.4939
강서구,염경초등학교운동장,서울특별시 강서구 염창동   79-0,126.871199,37.555133
구로구,동구로초등학교,서울특별시 구로구  구로중앙로14길 43  (구로동),126.892536,37.494815
마포구,서교어린이공원,서울특별시 마포구 서교동   391-1,126.915479,37.551974
강동구,성내중학교,서울특별시 강동구  성안로 7  (성내동),127.128884,37.524542
종로구,청운중학교,서울특별시 종로구 청운동   89-142,126.970993,37.588825
성동구,꽃재 어린이공원,서울특별시 성동구 하왕십리동   560,127.028284,37.567574
송파구,배명중학교 운동장,서울특별시 송파구 삼전동   172-1,127.095754,37.498368
중랑구,원묵고등학교운동장,서울특별시 중랑구 묵동   23-0,127.086156,37.615411
영등포구,대동초등학교 운동장,서울특별시 영등포구 대림동   702-0,126.900105,37.49328
은평구,좌월공원,서울특별시 은평구 갈현동   513-1,126.913328,37.617329
노원구,신상계초등학교,서울특별시 노원구  상계로 267  (상계동),127.075774,37.668019
영등포구,당산근린공원,서울특별시 영등포구 당산동3가   385-0,126.895772,37.525596
동작구,서울공업고등학교,서울특별시 동작구  대방동1길 46  (대방동),126.922383,37.501597
노원구,신상중학교 운동장,서울특별시 노원구 상계동   754-4,127.063276,37.651628
동대문구,제기동주민센터,서울특별시 동대문구  약령시로 71  (제기동),127.037825,37.583171
강서구,우장초등학교운동장,서울특별시 강서구 화곡동   18-5,126.846285,37.549079
용산구,한강중학교,서울특별시 용산구 서빙고동   4-1,126.992335,37.52396
강남구,역삼은행나무공원,서울특별시 강남구 역삼동   611-0,127.031004,37.505497
성북구,석관고등학교(운동장),서울특별시 성북구 석관동   77-1,127.06657,37.609228
동작구,서울남성초등학교,서울특별시 동작구 사당동   324-18,126.975809,37.48461
중랑구,원묵초등학교,서울특별시 중랑구 묵동   11-0,127.086047,37.617652
영등포구,당서초등학교 운동장,서울특별시 영등포구 당산동5가   5-3,126.899486,37.531678
성동구,무학초등학교 운동장,서울특별시 성동구 하왕십리동   950-1,127.029585,37.562962
성북구,조선왕릉(의릉)-주차장,서울특별시 성북구 석관동   333-1,127.058306,37.604631
마포구,홍익어린이공원,서울특별시 마포구 서교동   359-0,126.923371,37.552246
노원구,당현초등학교 운동장,서울특별시 노원구 상계동   742-0,127.058364,37.648799
강서구,능안공원,서울특별시 강서구 등촌동   517-1,126.859895,37.546599
강남구,언주근린공원,서울특별시 강남구 역삼동   754-7,127.047618,37.498694
노원구,신상중학교,서울특별시 노원구  동일로216길 42  (상계동),127.063875,37.651682
강동구,서울제일교회,서울특별시 강동구  강동대로53길 53  (성내동),127.132174,37.525277
종로구,청운중학교,서울특별시 종로구  창의문로 51  (청운동),126.97097,37.58909
송파구,개롱공원,서울특별시 송파구 가락동   195,127.130915,37.493701
성동구,왕십리 문화공원,서울특별시 성동구 도선동   35-2,127.035331,37.561701
동대문구,전농초등학교,서울특별시 동대문구  사가정로 66  (전농동),127.054553,37.574881
구로구,구일고등학교,서울특별시 구로구  구일로 90-51  (구로동),126.878275,37.494012
동작구,영등포중학교,서울특별시 동작구  등용로8길 5  (대방동),126.9317,37.5081
영등포구,도신초등학교 운동장,서울특별시 영등포구 대림동   741-3,126.90076,37.49861
종로구,경복고등학교,서울특별시 종로구 청운동   89-9,126.971412,37.581718
강서구,월정초등학교운동장,서울특별시 강서구 화곡동   374-1,126.836305,37.534433
은평구,궁말공원,서울특별시 은평구 갈현동   327-21,126.908972,37.616891
송파구,서울신가초등학교 운동장,서울특별시 송파구 가락동   43-1,127.120097,37.500007
강서구,우장초등학교 강당,서울특별시 강서구  화곡로 263  (화곡동),126.846285,37.549079
종로구,서울농학교,서울특별시 종로구 신교동   1-1,126.968505,37.584774
영등포구,영림초등학교 운동장,서울특별시 영등포구 대림동   993-16,126.902924,37.487166
은평구,앵봉산주민쉼터,서울특별시 은평구 갈현동   산49-22,126.912285,37.624427
노원구,수암초등학교 운동장,서울특별시 노원구 중계동   67-0,127.081305,37.648481
동대문구,전곡초등학교,서울특별시 동대문구  전농로 172  (전농동),127.056494,37.580459
노원구,노원중학교,서울특별시 노원구  동일로213길 26  (상계동),127.059304,37.649133
강남구,포이초등학교 운동장,서울특별시 강남구 개포동   1273-0,127.052795,37.475658
영등포구,당산서중학교 운동장,서울특별시 영등포구 당산동5가   5-0,126.898606,37.531944
성동구,숭신초등학교 운동장,서울특별시 성동구 하왕십리동   1068,127.027769,37.567772
마포구,윗잔다리 어린이공원,서울특별시 마포구 동교동   168-1,126.926101,37.557189
강서구,원당근린공원,서울특별시 강서구 등촌동   690-5,126.842024,37.559757
성동구,동마중학교 운동장,서울특별시 성동구 마장동   405-45,127.039712,37.562685
종로구,경복고등학교,서울특별시 종로구  자하문로28가길 9  (청운동),126.972431,37.587329
동작구,서울삼일초등학교,서울특별시 동작구 사당동   105-23,126.9751,37.4883
강서구,까치공원,서울특별시 강서구 화곡동   354-14,126.841894,37.533391
동작구,서울영화초등학교,서울특별시 동작구  등용로8길 3  (대방동),126.9337,37.5084
중랑구,태릉고등학교,서울특별시 중랑구 묵동   6-0,127.085274,37.619019
성북구,석관중학교(운동장),서울특별시 성북구 석관동   88-2,127.066521,37.607804
강동구,천호초등학교 체육관,서울특별시 강동구  구천면로 310-11  (천호동),127.136443,37.547308
강서구,미리내공원,서울특별시 강서구 화곡동   1008-32,126.834749,37.547653
영등포구,영동초등학교 운동장,서울특별시 영등포구 당산동   121-22,126.907156,37.526577
강남구,대진초등학교 운동장,서울특별시 강남구 개포동   13-0,127.078057,37.496437
마포구,성산초등학교 운동장,서울특별시 마포구 합정동   427-2,126.911083,37.553334
동작구,강남중학교,서울특별시 동작구  대방동15길 29  (대방동),126.9201,37.5022
중랑구,태릉중학교운동장,서울특별시 중랑구 묵동   121-278,127.083027,37.6125
동대문구,전동초등학교,서울특별시 동대문구  전농로16길 61  (전농동),127.061189,37.5791
노원구,불암고등학교 운동장,서울특별시 노원구 중계동   364-10,127.079959,37.649128
은평구,갈곡리공원,서울특별시 은평구 갈현동   436-51,126.916422,37.623988
