,id,lat,lng,households,buildDate,score,m2,p,min_sales,max_sales,avg_sales,구,distance_park,distance_subway,distance_mart,distance_hospital,distance_library,distance_school,distance_eq_shelter,distance_fire_station,crime,cctv
1576,1328,37.58316734,126.9471194,998,199305,3.7,76,23,50880.0,82720.0,59200.0,서대문구,182.72594565441187,680.281649586896,15805.620930560563,933.1059858586295,113.87635415699418,344.0740829408818,344.5683049276001,1479.742807327399,2533,2940
1577,20159,37.60052574,126.9184389,39,200703,3.7,104,31,68800.0,68800.0,68800.0,은평구,60.949962687344026,712.8569654621285,159.149781219681,2268.3301848950323,233.2161826602892,314.8906759941925,60.85265627468812,3158.74134064628,3390,3791
1578,4416,37.58485874,126.9497132,113,197407,4.5,56,17,24800.0,33280.0,28800.0,서대문구,206.2759878632658,660.1842204914593,15805.620930560563,1200.455767311773,141.55773833783286,505.8888202890801,501.2353415791767,1772.9364774383425,2533,2940
1579,2926,37.58580355,126.9510757,700,200007,4.2,83,25,60000.0,97120.0,76800.0,서대문구,344.84370107939037,698.3300897998399,15805.620930560563,1347.8318451817904,154.18194909810916,632.0118444002532,626.1146672351301,1931.8062254743827,2533,2940
1580,18040,37.60135827,126.9184606,38,200608,0.0,63,19,24000.0,87680.0,82400.0,은평구,31.75759497473303,636.2457042735546,193.24934910999474,2175.7687182294176,198.67286084149612,400.0970584058397,31.772466187899624,3066.16232271604,3390,3791
1581,11002,37.58084043,126.9289121,117,200507,0.0,118,36,58400.0,157760.0,101600.0,서대문구,204.62538210641384,804.5936035279797,15805.620930560563,692.5488982764308,216.20433405677164,209.62065060117575,205.71632047520515,1043.7300021873295,2533,2940
1582,6496,37.57991635,126.9325628,90,200209,4.3,73,22,41600.0,87200.0,66400.0,서대문구,365.21602929883426,1110.9862590899556,15805.620930560563,412.9465832854468,432.92089727462877,296.7700334774251,239.46568735578464,796.1586022766344,2533,2940
1583,4470,37.59906873,126.9169955,86,199702,5.0,68,21,29600.0,57120.0,52800.0,은평구,138.14009080160176,918.2226342768224,317.4248176302224,2438.966948516647,114.78616787880536,189.72189624900537,127.09606600115478,3327.627140132765,3390,3791
1584,23751,37.59122653,126.917045,66,201209,0.0,61,18,51200.0,51200.0,51200.0,은평구,125.57005092614268,801.1186753105977,1050.3081191413398,3307.7690244053433,51.728464698695774,479.1539605687601,44.8530481369306,4197.493971252591,3390,3791
1585,20762,37.60297318,126.9189571,64,200909,3.5,109,33,53600.0,66880.0,60000.0,은평구,215.4647238086878,473.29902514827774,314.6038996736738,1994.6447438394434,199.0541068094006,469.1931451055574,216.145417216583,2885.2886045421596,3390,3791
1586,17353,37.59790428,126.9164714,78,200607,4.0,55,17,36800.0,102400.0,69600.0,은평구,200.35975998044574,1051.781136872654,426.9115479878418,2572.4697812723853,59.12929684279056,160.63500917333508,162.84591779724875,3460.3603958799195,3390,3791
1587,68858,37.61021709,126.9277399,38,201510,0.0,49,15,35200.0,42400.0,40000.0,은평구,193.69727345503742,277.7480867403885,1283.2498169257792,1386.5984898884624,227.6249160561473,290.3291127130302,271.5130922668053,2193.6187029663924,3390,3791
1588,325,37.57917701,126.9316578,294,199710,4.1,75,23,53760.0,61600.0,56000.0,서대문구,253.2874498167727,1029.705084534276,15805.620930560563,523.0992274913187,344.2277730272506,338.7024011832534,286.4024900958987,756.5181532814986,2533,2940
1589,11258,37.58381411,126.9509638,123,200607,4.3,119,36,78400.0,117920.0,112800.0,서대문구,334.75864225769055,819.829430105245,15805.620930560563,1279.3177886336648,236.2349049262398,528.0510269235102,499.1230908817726,1771.349755529735,2533,2940
1590,18856,37.57878576,126.9344567,33,200507,5.0,93,28,74720.0,76160.0,76000.0,서대문구,305.6848013513332,1277.7466033253745,15805.620930560563,375.4869867493642,592.0507746316218,499.25789048039087,307.67172437133996,627.1109455909905,2533,2940
1591,18436,37.61163422,126.9379933,782,201008,4.5,79,24,70880.0,87200.0,76000.0,은평구,134.10279641864238,772.694987461393,2007.3013003576232,1918.1459623574192,183.11068192594843,618.8418693097536,633.1472096653333,2502.3507825032357,3390,3791
1592,6316,37.61188426,126.9338795,662,200405,4.1,84,25,68000.0,89280.0,77600.0,은평구,409.675455311108,409.6579174124708,1759.832400546012,1606.7724668892033,173.54269608761814,327.1634014533414,276.6699202374758,2263.8878465261027,3390,3791
1593,25748,37.61098723,126.9283035,34,201209,0.0,66,20,48480.0,49760.0,48800.0,은평구,235.64239311966625,178.78518823799809,1382.2228629535678,1341.5941004197525,258.4996226173136,263.62500685478426,251.6288372750381,2129.6050527380303,3390,3791
1594,15975,37.599291,126.9153375,52,200605,3.7,106,32,74240.0,75360.0,74400.0,은평구,34.58395378168667,989.3250173444471,446.07019026829323,2432.733891773152,124.70960690759108,283.61693144564833,270.3804967688005,3317.0618421702065,3390,3791
1595,5397,37.58216295,126.9496742,139,200105,4.6,110,33,93280.0,101280.0,96000.0,서대문구,356.3265119920469,886.113318276005,15805.620930560563,1144.3559811381085,157.33897033597094,400.9383428334376,353.6289631966328,1565.855321441478,2533,2940
1596,26778,37.60014528,126.9155358,73,200410,4.8,104,31,79680.0,92000.0,86400.0,은평구,65.98330959262476,908.5693140008981,413.90628009113044,2336.1830474971266,206.8508993882356,213.68654670504836,207.912617937112,3220.6769389051,3390,3791
1597,26129,37.61102668,126.9279999,38,201408,5.0,30,9,33120.0,44800.0,40000.0,은평구,251.29156786319496,189.46034886300643,1372.4508981751533,1322.8993563059914,231.9534495665163,239.62616637414718,226.74475535055396,2116.2146714545806,3390,3791
1598,14203,37.59623069,126.9145845,35,200305,4.5,93,28,60480.0,61920.0,60800.0,은평구,233.90751971370142,1120.6959356199231,674.479425311865,2779.227713223967,268.5076917601875,363.78532988485097,240.15203674867428,3662.898661833623,3390,3791
1599,5679,37.58314176,126.9207357,160,199512,4.0,83,25,43040.0,54080.0,48800.0,은평구,406.3541340484694,1052.4202329791997,1911.6789619051528,4200.060864195255,327.5516510589023,191.62016666525165,299.389866752945,5090.190769483318,3390,3791
1600,17526,37.61264641,126.9370093,603,200907,4.4,85,26,62400.0,95200.0,76800.0,은평구,204.94790954391704,681.8733584470481,2015.2096836008977,1785.2191374145334,102.03889375696166,560.8951834138991,533.448498031061,2360.408963390237,3390,3791
1601,12040,37.57740668,126.9367266,192,198512,4.0,69,21,23800.0,42000.0,30400.0,서대문구,255.19884613724125,1424.456346186687,15805.620930560563,472.3847563245271,751.5608414616906,748.5200074757072,99.44756530910655,466.34569960194085,2533,2940
1602,21727,37.61291241,126.9332457,588,201309,4.3,79,24,66080.0,114080.0,79200.0,은평구,315.50129770246616,354.43065917698925,1809.0552920412947,1492.7865042485678,258.56972363508083,229.89075055988036,202.11380254363598,2137.724981595686,3390,3791
1603,4444,37.6090297,126.9217276,357,199711,4.2,87,26,41760.0,78400.0,52800.0,은평구,211.0339173753615,363.33320602096154,976.4256525629155,1333.2184843836103,142.5764162936169,520.4306417675143,458.6150831297445,2217.477840510233,3390,3791
1604,879,37.58395089,126.9181445,292,198807,4.0,87,26,38560.0,53440.0,44800.0,은평구,193.31577730874193,807.177118616987,1830.416126837677,4111.02892454446,261.83313722747687,331.92284025924954,414.5320993866901,5001.638862814315,3390,3791
1605,2899,37.58191526,126.9520473,862,199406,4.0,104,31,69760.0,69760.0,69600.0,서대문구,521.9059079746381,952.4446084602878,15805.620930560563,1352.3904614741557,349.1428480894269,305.70421190856314,288.78121047241234,1717.4035226592173,2533,2940
1606,8833,37.61376936,126.9342856,100,200011,4.0,79,24,38720.0,47200.0,44000.0,은평구,379.2978759529702,466.9557991236107,1940.844846246281,1515.3391841029952,235.29960521079244,316.4467007254725,312.69165079979206,2113.132820623212,3390,3791
1607,5442,37.58125912,126.9515043,90,199702,3.5,77,23,66880.0,68960.0,68800.0,서대문구,536.0642929784964,907.582693517587,15805.620930560563,1304.9793316595635,345.12256422816995,240.57901419565727,212.4244669697069,1637.245886843035,2533,2940
1608,13696,37.5768684,126.932045,191,198104,4.0,49,15,16000.0,49600.0,20800.0,서대문구,178.17235139269843,1099.0937029335394,15805.620930560563,672.1724869232424,443.5414993867959,596.4202164209057,437.9832897060688,525.6171658947696,2533,2940
1609,14797,37.60478768,126.9562636,114,199712,0.0,122,37,51200.0,64800.0,56000.0,종로구,760.8092985907182,3603.6355748873248,15805.620930560563,4151.543180618029,415.0559127471325,437.17718662091886,257.0349925664027,4072.119404895768,3102,1772
1610,8943,37.61382612,126.9326953,49,199508,0.0,85,26,48960.0,68640.0,53600.0,은평구,258.0704527807414,340.54476113727554,1859.692845021637,1394.3483879873663,226.10502108673055,179.60404691242772,191.42188715777286,2026.3519422711513,3390,3791
1611,14067,37.57678698,126.9306412,36,200202,0.0,117,35,46400.0,46400.0,46400.0,서대문구,54.461715845846264,982.4673711915493,15805.620930560563,760.5340999706182,331.3015740157565,592.8637678861697,520.6161765947801,607.0723182966259,2533,2940
1612,5034,37.57643489,126.9391772,581,200106,4.3,87,26,65920.0,165120.0,98400.0,서대문구,322.5197935306036,1442.2758571694478,15805.620930560563,620.0171911043936,779.7402708350918,933.7812093274994,125.79753618055398,455.60450980341096,2533,2940
1613,9067,37.60315722,126.914187,75,200310,5.0,98,30,50720.0,78560.0,57600.0,은평구,193.44487328985483,823.0616381967981,618.1754688200926,2030.6537166004784,160.24495642375882,176.39708429370774,155.89909009738363,2906.101950121915,3390,3791
1614,7176,37.60486955,126.9148057,72,197208,0.0,61,18,26240.0,26240.0,26400.0,은평구,42.97416976961192,719.4068985246158,695.0472675468228,1832.7847969798352,58.00611103265951,373.41055761926225,58.23668572287338,2709.2942745708397,3390,3791
1615,6366,37.57582525,126.9380773,119,200502,4.5,90,27,76480.0,154080.0,132800.0,서대문구,215.23920130161144,1537.818484212417,15805.620930560563,659.432461073689,868.6155435070239,829.771854425277,186.14560875208988,343.2604866304544,2533,2940
1616,66,37.5836718,126.915988,86,200108,3.3,83,25,40320.0,41440.0,40800.0,서대문구,301.415054905326,594.5436401890489,15805.620930560563,1839.1738573879259,444.22887138574634,471.8952133139413,326.1215794297811,2102.2594606715224,2533,2940
1617,3877,37.61475604,126.9328621,198,200009,4.0,60,18,39040.0,74880.0,58400.0,은평구,215.3641471916227,394.2519964206098,1952.4327342570098,1351.357705976031,276.27768464814676,239.58856766723778,221.79717616849345,1950.2462097392868,3390,3791
1618,14796,37.60438466,126.9579807,123,199711,0.0,110,33,54400.0,76400.0,62400.0,종로구,630.0663297943045,3501.8702419918363,15805.620930560563,4072.8675492341563,386.4320010462627,279.7738667791569,279.88657918332456,3960.4560212228735,3102,1772
1619,8797,37.61490776,126.9334827,100,199912,4.1,82,25,48960.0,82880.0,61600.0,은평구,239.29273507058076,379.4585381510854,1997.7669818305164,1390.6151042788001,332.1725701288885,293.75640781022474,245.01248829611308,1969.6370893361586,3390,3791
1620,191,37.57540981,126.9362392,220,199309,4.0,105,32,75200.0,75680.0,75200.0,서대문구,167.4081638806127,1499.016896915189,15805.620930560563,695.6276372168574,769.820753685211,731.3644636914779,193.32479591536438,240.45447785666232,2533,2940
1621,4429,37.58045601,126.9529358,228,200105,4.2,85,26,59520.0,72320.0,64800.0,서대문구,688.0203409409946,772.4506588563806,15805.620930560563,1436.58807018085,499.572293173572,156.7610903124527,173.76656311489444,1700.7581449819195,2533,2940
1622,12221,37.58428012,126.9148472,36,200402,0.0,89,27,53600.0,56480.0,56000.0,서대문구,180.70383720615837,709.7098572969688,15805.620930560563,1947.9636588524584,348.87862854106976,568.2723271767779,435.5585236811014,2223.4180137903513,2533,2940
1623,80610,37.58466527,126.9141901,66,201812,0.0,36,11,41600.0,89600.0,62400.0,서대문구,108.9544621210098,779.7944629601581,15805.620930560563,2011.9070678723522,303.7537998306746,631.1685106463103,409.3716627066028,2295.3372662043,2533,2940
1624,37740,37.5788413,126.92081,1061,201810,5.0,78,24,71360.0,208000.0,87200.0,서대문구,106.64280132714016,93.37699600191799,15805.620930560563,1435.1012822467462,290.4902242022712,317.0686162519044,160.1964213320485,1467.6139994288778,2533,2940
1625,37975,37.5757243,126.928469,396,201812,0.0,83,25,52480.0,109600.0,79200.0,서대문구,174.7442682864961,850.6345585832138,15805.620930560563,980.550361636641,106.73828548432088,736.7864664217285,632.6059299944282,710.0135363931291,2533,2940
1626,427,37.61492995,126.9283088,1340,198810,3.7,88,27,39840.0,79520.0,50400.0,은평구,194.78407265718187,293.97883541052136,1772.7149794549093,1012.8842842206234,171.687457088483,269.99276122434907,320.2954812943824,1726.3784361549062,3390,3791
1627,3939,37.57835423,126.9512979,474,200106,3.8,48,15,40480.0,110240.0,66400.0,서대문구,563.93655011504,653.375477591364,15805.620930560563,1337.4185892545233,592.1711137036714,121.09736082282058,112.71938172628086,1470.0209628085856,2533,2940
1628,7752,37.57700936,126.923106,64,199212,0.0,44,13,18400.0,28640.0,27200.0,서대문구,232.5210583487971,379.9377670752858,15805.620930560563,1304.8706226631134,169.52260426539664,550.444908404854,357.64504488351474,1202.2531222178038,2533,2940
1629,15503,37.58025978,126.9172293,235,200702,4.1,107,32,71840.0,72160.0,72000.0,서대문구,67.32830586272851,261.90793864709434,15805.620930560563,1723.1033696062022,264.21936136042274,77.9548176516385,98.78404002844269,1820.2744117203736,2533,2940
1630,13897,37.60851706,126.9152409,39,200305,4.0,87,26,36000.0,65760.0,60000.0,은평구,112.90160423949318,732.7891473766451,1010.9155861239653,1430.4770303803714,219.3239630803318,272.9438822493024,117.56923869543698,2303.025733116398,3390,3791
1631,14182,37.60898937,126.9155077,45,200305,0.0,91,28,58880.0,65280.0,60800.0,은평구,96.6568285106539,734.4258024780244,1048.9222622256418,1373.5890674572797,220.8645819304153,226.48693786196702,92.71452315946668,2247.2633782356743,3390,3791
1632,27680,37.5742371,126.927678,35,200412,3.5,72,22,51200.0,67200.0,55200.0,서대문구,325.6433773522734,886.0549246633683,15805.620930560563,1145.8495046086007,101.1744272165491,811.0296431656944,658.0627924427856,732.9344587094444,2533,2940
1633,38297,37.5774121,126.919159,1047,201912,0.0,82,25,101600.0,230400.0,116800.0,서대문구,114.1207543960814,228.06873473399222,15805.620930560563,1616.466226757833,280.6192654969794,288.46818852785606,189.6107162199412,1546.059165933948,2533,2940
1634,14062,37.57325448,126.9296211,48,197212,3.0,43,13,14400.0,55200.0,15360.0,서대문구,255.7748496435063,1087.7894443994849,15805.620930560563,1123.4249241527386,280.0386777123926,614.6302284561687,500.59294210214887,553.6597880501772,2533,2940
1635,19294,37.61653272,126.9266853,882,201107,4.4,80,24,68800.0,111200.0,88000.0,은평구,205.57512851362273,399.191678342178,1889.3969447773586,789.1061133074617,143.6411258702038,147.48627286465052,159.71234001410755,1504.6011429475577,3390,3791
1636,9053,37.61223025,126.9168087,175,200406,4.5,76,23,63040.0,96320.0,85600.0,은평구,265.5540821242742,859.9185046205037,1357.1891026150734,995.866294633346,207.13299125876617,227.87456544104566,260.0630766030998,1873.5083481189363,3390,3791
1637,3922,37.57793475,126.9165616,1114,200012,3.7,82,25,61120.0,81920.0,69600.0,서대문구,108.23849585913231,339.9348528307018,15805.620930560563,1822.537340682063,44.58107873177315,193.2976397776059,253.61378777247106,1781.9165405200613,2533,2940
1638,4463,37.57496296,126.9514677,290,200012,4.6,79,24,53440.0,53440.0,53600.0,서대문구,367.2808536650566,442.68183853448994,15805.620930560563,1498.8242723401188,423.41721855519177,472.2404316826673,444.8803065934216,1384.62301429713,2533,2940
1639,2953,37.574872,126.920214,1155,199905,4.0,84,25,50080.0,81280.0,61600.0,서대문구,114.57620867222965,499.31970838685777,15805.620930560563,1637.217057810015,181.26848534500627,202.56581427102702,184.74793556816135,1394.209587253621,2533,2940
1640,38294,37.5761408,126.917799,997,202002,0.0,81,25,90400.0,131200.0,104800.0,서대문구,163.50329313704012,405.9478492403611,15805.620930560563,1775.1980666618442,261.9434133858878,269.3102009805986,159.15473143216653,1627.2681008437896,2533,2940
1641,10255,37.57535245,126.9190822,110,200512,3.5,105,32,66880.0,100320.0,72800.0,서대문구,141.289904562116,452.3504451573393,15805.620930560563,1703.687130623884,238.73126865154916,186.84704985761897,108.90542330414289,1500.516247695027,2533,2940
1642,13861,37.61363188,126.9163632,84,197312,0.0,57,17,17280.0,28160.0,23200.0,은평구,131.85473885450102,737.342619173763,1517.8700296052862,858.159458616371,158.01146120119694,258.94081888439524,129.99836049093503,1725.7588008955695,3390,3791
1643,51829,37.6129583,126.9575137,78,199006,0.0,121,37,72000.0,184000.0,125600.0,종로구,674.0644593095109,4409.662095149026,15805.620930560563,5015.381733113808,598.9369930495917,1097.466303552511,1076.6313616088562,4840.479652352523,3102,1772
1644,33299,37.5733364,126.921008,284,201510,3.9,82,25,78080.0,88000.0,82400.0,서대문구,153.82834250706412,675.7842858171676,15805.620930560563,1663.9666061441947,108.28480534958607,235.6594155606718,297.77764942695353,1312.7575233464568,2533,2940
1645,16698,37.5769951,126.957428,810,200802,4.2,84,25,87360.0,199200.0,117600.0,종로구,66.02088408337683,1411.5990898361192,15805.620930560563,1314.1322502521673,139.63667267793505,381.8359085941784,73.39296770464856,1947.7945749602281,3102,1772
1646,18413,37.57597354,126.9156582,473,201001,4.1,86,26,74240.0,116480.0,91200.0,서대문구,236.74722431487612,535.1645301105118,15805.620930560563,1959.2494999631895,125.07242889944695,343.89292702888827,240.3249904136673,1809.4435986247756,2533,2940
1647,18396,37.57639439,126.9145257,362,200812,4.0,86,26,62880.0,100000.0,85600.0,서대문구,189.28260729943167,582.4592736972404,15805.620930560563,2040.058942019213,73.72902780431632,430.3392401356144,185.84666915651906,1915.87060987648,2533,2940
1648,33298,37.5738686,126.915365,1432,201510,4.2,87,26,91520.0,105440.0,104000.0,서대문구,225.89094662712276,733.2879680081647,15805.620930560563,2070.211433034436,345.1585411425676,266.7643251265261,240.44953292379324,1811.2938376216737,2533,2940
1649,9057,37.55547436,126.8977637,56,200311,4.2,102,31,80160.0,80160.0,80000.0,마포구,380.9622274293521,832.8273945903229,1219.6606598992596,14980.100112600403,307.16281273729913,538.2960778793913,83.74201547416341,3194.861740744685,3688,2421
1650,7145,37.55500286,126.8984841,117,200304,3.0,106,32,74080.0,100160.0,93600.0,마포구,311.54337239512745,809.9388015654567,1279.0049757634852,14980.100112600403,230.89689477887825,530.4351243389164,84.83428456126285,3121.920995272814,3688,2421
1651,12466,37.55402022,126.8999521,41,200005,5.0,75,23,50080.0,55520.0,53600.0,마포구,203.76095755329976,790.0962953579218,1304.6767181197797,14980.100112600403,109.21809962430581,555.6067003032498,31.3272653161375,2974.3824517292514,3688,2421
1652,7144,37.55353414,126.900496,86,200304,4.3,98,30,65920.0,66720.0,66400.0,마포구,198.22153303649975,802.8426176751134,1242.3876106180912,14980.100112600403,117.95641567571553,590.3949591976377,79.52056058276314,2918.144993235518,3688,2421
1653,19458,37.55586098,126.8989175,35,200511,4.3,97,29,65920.0,73760.0,70400.0,마포구,295.1217661507587,723.858138658588,1190.793656505797,14980.100112600403,239.27757106524524,434.3896253330831,163.15510835135132,3105.2189466490513,3688,2421
1654,80772,37.5538597,126.900862,42,198802,0.0,40,12,17600.0,20800.0,18400.0,마포구,149.73470797983703,754.6329215382073,1223.025049262269,14980.100112600403,73.50756409431011,546.903610765588,104.22250950178903,2892.295086539497,3688,2421
1655,27317,37.55431648,126.9008164,31,200409,4.0,31,9,23200.0,67200.0,62400.0,마포구,121.0210707746583,716.2647274732909,1244.4095223804372,14980.100112600403,28.2625451072893,498.9679126027007,113.37696565793645,2905.4077017218247,3688,2421
1656,2868,37.5444821,126.887827,219,199909,4.0,85,26,46400.0,60000.0,54400.0,영등포구,766.9426128545365,1689.541237965712,1269.3144365205237,3087.2869610948433,919.0243246919224,886.3948222205931,689.6582389352845,3228.9025972624163,5217,3778
1657,59021,37.54368043,126.8887475,36,201503,0.0,54,16,38400.0,81600.0,59200.0,영등포구,886.6914694946186,1570.4979687374748,1149.2624391406443,2966.8832839580987,798.9316717209821,770.2778739326288,575.5520604633294,3113.0980751196935,5217,3778
1658,6083,37.55723087,126.8993548,240,200212,4.6,78,24,70080.0,91520.0,77600.0,마포구,214.49459323022165,618.0885884285267,1049.849508491979,14980.100112600403,336.81966123661937,309.99371297668995,61.939647541071416,3107.0057746177204,3688,2421
1659,4350,37.55623792,126.901425,134,199912,4.7,80,24,46560.0,88000.0,62400.0,마포구,162.80141447074269,522.4325578902766,1210.197235853106,14980.100112600403,195.5660695420092,278.9600373689919,142.38070700068104,2901.378304006913,3688,2421
1660,3876,37.5425287,126.889675,263,200008,3.9,83,25,52000.0,91680.0,66400.0,영등포구,894.810640576012,1427.8444969629409,1003.4497776828895,2816.0849440728475,653.4432057316897,637.9157943655661,451.1360908084604,2962.2353157711755,5217,3778
1661,4333,37.55681774,126.9009217,100,199806,3.8,84,25,55200.0,78720.0,65600.0,마포구,239.01649093017244,517.77694691263,1134.2484424087595,14980.100112600403,257.0493848919607,239.48998588694496,206.86326728245314,2961.5474252631584,3688,2421
1662,4349,37.55735792,126.9004275,43,199409,1.0,89,27,59840.0,78560.0,66400.0,마포구,252.19132974992104,526.0382294357478,1063.0653519942916,14980.100112600403,321.3315866026355,223.7958083838703,155.88001135215214,3020.481928234307,3688,2421
1663,37927,37.5524697,126.903319,385,201808,4.3,76,23,106400.0,154400.0,117600.0,마포구,96.13878560449616,680.8385853392391,970.5080010345878,14980.100112600403,303.5504609496556,681.1254152859638,92.84722133463583,2654.8407122718277,3688,2421
1664,9058,37.55865392,126.8987372,210,200407,4.0,77,23,69120.0,101120.0,79200.0,마포구,47.38362069553793,629.1326763863599,883.303979818438,14980.100112600403,503.3290756214601,306.0762000179391,62.79812234909959,3206.5847620335007,3688,2421
1665,15824,37.55959642,126.8967304,55,200412,4.0,102,31,98560.0,99520.0,99200.0,마포구,168.4215882265269,800.8912193690543,756.4846342488422,14980.100112600403,680.9483216261427,383.4429690320231,161.60291827376165,3408.0359469851846,3688,2421
1666,4334,37.55733662,126.9008169,39,199606,3.0,79,24,51360.0,59840.0,53600.0,마포구,278.0131858907529,496.3724477690684,1076.9477788070176,14980.100112600403,315.12488240832107,199.98884953946796,190.1454300778137,2986.982917796197,3688,2421
1667,20738,37.55770407,126.9006308,43,200110,0.0,49,15,32000.0,63200.0,52000.0,마포구,238.91560184052815,494.02019010114384,1032.9288680241568,14980.100112600403,357.153257580766,186.57945448439972,179.05654627385977,3014.9377107642563,3688,2421
1668,9928,37.55838101,126.8999056,71,200409,4.0,75,23,51200.0,92640.0,84000.0,마포구,143.35914280363102,532.8014227405951,940.5449867708347,14980.100112600403,441.9207943698074,221.58855601219088,153.51548741665826,3099.306865608658,3688,2421
1669,23698,37.5600011,126.898015,30,200209,0.0,67,20,36160.0,63200.0,48800.0,마포구,115.43676524729364,690.6292325489744,723.6397650811432,14980.100112600403,666.0867166900144,261.60023564119996,100.06801738722483,3317.2246397341455,3688,2421
1670,7985,37.55934298,126.8995602,117,200004,4.5,79,24,72960.0,77760.0,75200.0,마포구,98.7982433781253,551.1778025344473,829.4725351190925,14980.100112600403,553.0176058644291,202.02410513714247,96.17055180094188,3163.9600131396533,3688,2421
1671,6059,37.55343322,126.9048555,181,200210,4.5,86,26,72160.0,127200.0,88000.0,마포구,157.28952984255312,582.9676308047193,877.8694893852369,14980.100112600403,212.38646328176873,537.2883366004296,240.13588801470948,2537.381392423888,3688,2421
1672,15189,37.55933299,126.9005245,80,200405,5.0,88,27,52000.0,88800.0,83200.0,마포구,107.66894267476628,466.1992663315084,861.883925817575,14980.100112600403,538.3932932642762,174.34697125528402,109.32814801015684,3084.0776179956197,3688,2421
1673,12251,37.56058165,126.8982683,48,200406,3.0,49,15,49440.0,72960.0,71200.0,마포구,172.8204361491594,677.9529864421227,665.1756627585803,14980.100112600403,717.8742357127893,222.55231536379893,156.72386906429503,3320.0260553376042,3688,2421
1674,12252,37.55963907,126.9002208,34,200403,0.0,73,22,46880.0,68800.0,52000.0,마포구,103.94821428915523,493.6538886359862,819.9139350841459,14980.100112600403,575.0139836342336,147.0268196755936,106.16020391470457,3121.3505838490155,3688,2421
1675,7146,37.55972623,126.9010129,119,200303,4.3,77,23,65920.0,78400.0,72800.0,마포구,48.15731657736056,424.68172373523106,841.697390864462,14980.100112600403,580.2900010154038,131.20822525608497,49.44784494214205,3060.0871741341507,3688,2421
1676,4303,37.55891629,126.9021594,105,199704,5.0,58,18,33600.0,85920.0,76000.0,마포구,157.35317213494466,326.4292206155363,969.9403970790133,14980.100112600403,477.9678252219948,38.792929618142104,82.35611600409452,2932.9472016507807,3688,2421
1677,1357,37.54011631,126.8921045,1215,199604,4.2,83,25,58560.0,74880.0,66400.0,영등포구,576.1090683056565,1100.0966609624304,670.5033517948671,2472.891897746746,326.965254506709,364.7218775315967,255.28277826575064,2629.0027032318208,5217,3778
1678,19622,37.56036707,126.9002153,101,200810,5.0,100,30,52960.0,96320.0,61600.0,마포구,93.3516340996134,505.06760572849174,746.2105271296306,14980.100112600403,655.4713089784052,75.53740924763544,84.5170361199298,3152.2623306043847,3688,2421
1679,18198,37.56079191,126.8997031,36,200605,5.0,50,15,39200.0,92160.0,80000.0,마포구,153.64341860272503,560.4574101527447,684.2375754979048,14980.100112600403,708.4760097048662,94.06142663244516,120.91710255339142,3212.2887214019825,3688,2421
1680,15808,37.55003595,126.9064667,46,200501,0.0,64,19,53600.0,76000.0,67200.0,마포구,177.92284352527687,415.98703155572656,661.1992275855432,14980.100112600403,495.6736803495025,546.3405784036189,170.0335682008456,2356.223548101737,3688,2421
1681,13942,37.56096867,126.8999021,66,200210,4.0,38,11,26400.0,70560.0,61600.0,마포구,150.00389602408734,549.5569813067062,674.0012880672342,14980.100112600403,725.2617598046342,76.40183440217976,106.97203082937997,3204.029194319211,3688,2421
1682,12465,37.55615456,126.905264,43,200004,4.0,81,25,49600.0,88000.0,63200.0,마포구,292.2410477912854,363.69667753766106,1010.2451697026207,14980.100112600403,69.25358011849907,373.01109912046684,284.7726757140038,2573.6509656137982,3688,2421
1683,9929,37.5611883,126.8996528,64,200404,4.5,87,26,56000.0,74240.0,71200.0,마포구,182.50547705566038,578.3847179134896,642.4139385924682,14980.100112600403,752.6860609120963,103.35381489424311,135.8504198054226,3233.994630639545,3688,2421
1684,304,37.5498374,126.877578,570,199901,4.1,72,22,62560.0,72960.0,68000.0,강서구,296.26709943777337,3361.6147608826404,2346.081079645326,2481.2326510878775,229.61118110026476,524.7631933141499,291.1134365942572,1776.460638175325,4415,2560
1685,4362,37.55959417,126.9025569,70,197605,0.0,47,14,22400.0,24000.0,24000.0,마포구,131.03975685929373,287.83842581868237,925.8740535418643,14980.100112600403,519.5651491022928,108.7012322707945,129.0711587367967,2928.683258947195,3688,2421
1686,5760,37.55095334,126.8771555,66,200111,4.5,151,46,86400.0,116000.0,92800.0,강서구,189.03465879192544,3404.614060731776,2245.727981904486,2408.222732558024,194.85386864624496,442.1760594518248,188.49689274836467,1683.1117466323344,4415,2560
1687,4196,37.551396,126.8765572,273,199903,4.0,88,27,56160.0,111680.0,69600.0,강서구,120.16194282718517,3393.0112593537724,2174.715607025976,2343.991650109004,173.17359187718418,378.8700490244878,122.01436092386643,1613.5824246911566,4415,2560
1688,17014,37.55578811,126.9067176,33,200305,4.4,70,21,37600.0,62240.0,58400.0,마포구,167.4205602036646,409.0630565926837,888.008004703887,14980.100112600403,101.73837045860017,456.1840937776733,159.56415434866264,2439.200997284645,3688,2421
1689,12127,37.55073989,126.8763818,105,200409,4.0,73,22,50400.0,85920.0,75200.0,강서구,151.20421591653138,3335.9798645489,2202.2169827779203,2349.814548610251,122.6359072749517,385.9885442672765,145.567014759718,1634.7768753782393,4415,2560
