id,lat,lng,households,buildDate,score,m2,p,min_sales,max_sales,avg_sales
74410,37.540075,127.010353,66,198706,0,104,31,68800,136000,100000
19222,37.5457838,127.0424798,230,201107,4.8,231,70,377920,792000,526400
17384,37.56439368,127.0349385,342,200609,4.2,89,27,75840,84000,81600
11081,37.56719339,127.0225205,39,200312,3,92,28,36800,71040,61600
79297,37.5676576,127.021356,42,201809,0,28,8,36800,40000,39200
22580,37.56688076,127.0170646,295,201412,4.5,122,37,155360,296000,166400
25460,37.5425333,127.0055989,49,200505,0,108,33,86400,235200,188800
3767,37.5647101,127.0373247,251,199707,3.8,79,24,76800,77440,76800
81968,37.56742999,127.0165284,86,199407,0,59,18,25760,108640,49600
14929,37.56663209,127.0337986,95,197506,0,62,19,36160,52000,42400
15973,37.56747248,127.0313858,101,200511,3.7,90,27,60800,92960,92000
38299,37.5444372,127.043848,280,202101,0,116,35,320000,992000,579200
25448,37.53527053,127.0140433,34,201311,0,155,47,288000,321600,305600
24894,37.56886088,127.0279452,1702,201504,4.6,83,25,108000,192640,132000
6293,37.56292849,127.0410725,367,200609,4.3,80,24,92320,117440,109600
13748,37.56553153,127.0382079,52,200512,4.8,107,32,77760,77760,77600
59394,37.56954155,127.0226064,40,201805,0,22,7,23200,40000,36800
22655,37.5370207,127.00943,600,201101,4.3,87,26,165760,1020320,496000
4100,37.56542311,127.0390998,170,199905,4.1,87,26,63840,93440,79200
69777,37.5697457,127.020742,81,201811,0,32,10,37920,43200,39200
92,37.53291821,127.0281264,960,197606,4.1,141,43,146400,235680,208000
2935,37.5688779,127.031898,1332,199606,4.4,88,27,71840,85440,81600
22637,37.57046509,127.0246735,1148,201402,4.4,80,24,86560,213760,131200
4058,37.54212831,127.0452703,372,200010,4,83,25,73600,94400,84000
6687,37.56682882,127.0386342,248,200411,4.1,77,23,73760,115840,89600
10777,37.53237698,127.030656,170,197707,5,140,42,154240,154240,154400
17336,37.57033803,127.0299064,112,200706,4.2,109,33,64160,64160,64000
4054,37.56616159,127.040128,430,199612,3.6,85,26,67040,90560,79200
10778,37.53190177,127.0285695,224,197712,4,113,34,134880,134880,135200
14069,37.56934632,127.0137735,35,196812,2,16,5,6400,32000,23200
1351,37.54111198,127.0452969,378,199404,4.1,78,24,67680,84320,76000
26568,37.5314743,127.025977,144,198206,3.5,115,35,115680,246240,159200
17838,37.5711489,127.021589,1870,200812,4.2,79,24,71520,100160,87200
6394,37.54036962,127.0451063,580,200202,4.4,95,29,102560,109760,108800
21653,37.5341058,127.010638,38,200812,0,137,41,179200,370560,268800
10776,37.5323043,127.032651,432,197611,4.3,108,33,109600,115840,109600
59098,37.5394627,127.003289,68,201609,0,82,25,119040,122720,120800
22416,37.53913842,127.0032858,42,201112,0,99,30,108000,108960,108000
7170,37.53455022,127.0090785,125,197408,3.5,20,6,10080,67200,28800
19024,37.53877081,127.0033673,49,200606,4,81,25,94400,262400,144800
27242,37.57156923,127.0191304,66,197102,3,30,9,7040,20800,11040
16154,37.53062652,127.0261389,388,198704,3,96,29,127520,130880,129600
18232,37.57200083,127.023912,56,200701,4,97,29,76000,100000,82400
36524,37.5388101,127.044812,688,201705,4.9,39,12,71680,780800,289600
10531,37.53149357,127.0322803,56,197906,0,269,81,304000,320000,318400
51421,37.57172573,127.0292232,823,202111,0,0,0,NaN,NaN,NaN
4375,37.53421148,127.0086349,94,197010,0,28,8,22240,49600,42400
14039,37.5721312,127.0205659,109,197910,4,71,21,22080,83200,35200
12304,37.57008893,127.0119489,143,196809,4,31,9,6560,14080,7840
6473,37.53447102,127.0079018,371,200404,4.1,42,13,46080,238400,102400
7171,37.53357717,127.0086801,80,200102,0,97,29,129600,209600,148000
10779,37.5299447,127.028905,1288,197809,3.5,156,47,202400,320800,227200
663,37.5652948,127.0451848,811,198612,3,61,18,32640,56000,48000
21288,37.5293684,127.027491,234,198407,5,116,35,136160,140480,136800
12472,37.57226897,127.0151868,131,196603,5,28,8,10080,10880,10080
4187,37.53080797,127.035208,515,198104,4.3,115,35,109120,175040,135200
5031,37.572698,127.0323162,772,199410,3.6,61,18,44960,60320,54400
5346,37.5310777,127.036978,286,197812,4.5,85,26,93600,280480,176000
10955,37.56727119,127.0027664,43,200602,5,101,31,88320,90880,90400
1391,37.56945838,127.0425476,1017,199804,4,81,25,56480,113120,71200
5058,37.57239918,127.0110211,53,197301,3.2,74,22,32800,69600,53600
4216,37.52979499,127.0360537,228,198012,4,115,35,96960,198720,132800
6274,37.56892818,127.0436928,286,200406,4.5,76,23,62880,71360,68800
21030,37.53151939,127.0071186,35,200602,5,162,49,107840,107840,108000
1621,37.5303167,127.0388009,936,197712,3.5,63,19,59520,136000,94400
59095,37.53287941,127.0042005,40,197507,0,64,19,35840,36800,36800
12281,37.5691765,127.0446302,38,200212,0,93,28,55200,117600,59200
21330,37.53029759,127.0077385,129,201003,5,69,21,84640,130880,102400
14142,37.52972091,127.0083312,119,200104,4,81,25,68000,112000,83200
4009,37.52982238,127.0405022,296,197809,4.8,160,48,184960,326400,203200
4039,37.53009573,127.0420817,90,198406,4,208,63,230880,265600,260800
121,37.57269418,127.0441251,225,198708,4,64,19,34880,44800,37600
10055,37.5513284,126.976253,90,200408,4.3,183,55,118400,124640,122400
7173,37.55184367,126.9757911,226,198007,3.9,64,19,29920,40000,32000
27192,37.55114073,126.9749901,59,196912,0,13,4,8000,61600,23200
18280,37.55378401,126.9759625,136,201005,3.8,149,45,178880,259200,193600
34879,37.555722,126.981153,340,197912,0,52,16,11680,11680,11680
20103,37.55126657,126.973623,278,201309,4.7,159,48,144800,400000,164800
4471,37.55622732,126.9825213,117,197512,4,48,15,18400,42400,28800
14808,37.5567869,126.977695,45,197003,5,29,9,12640,36000,20000
4480,37.5582491,126.979877,33,197605,0,56,17,35200,35200,35200
19898,37.55825988,126.9819233,386,201111,4.5,46,14,72320,235200,141600
18349,37.55912823,126.9806373,233,201001,5,143,43,138880,243200,160000
18598,37.55940253,126.9832178,236,201008,0,175,53,171680,296960,248000
9175,37.55501672,126.9672207,72,200504,3.7,70,21,68640,95680,93600
7169,37.54242829,126.987879,47,198203,3.3,73,22,48160,57760,56000
19342,37.56017888,126.972067,137,200705,4.3,46,14,44000,84960,80800
20171,37.55589242,126.9669532,181,201201,4.1,110,33,101760,102880,102400
1007,37.54259783,126.9893952,130,199304,4.4,106,32,78720,78720,78400
37181,37.5553199,126.965759,199,201801,4,95,29,95360,116960,110400
12346,37.55981789,126.991679,39,199911,0,77,23,43200,71840,56800
166,37.54070928,126.9888252,400,199412,3.9,72,22,79840,104800,88800
1287,37.53984052,126.986938,95,198108,3.8,78,24,40640,45600,44800
864,37.53992713,126.9879699,96,196911,4.3,44,13,20640,40000,26400
14083,37.55955415,126.9672277,67,197106,3.5,26,8,12000,53600,23200
10267,37.56094914,126.968128,110,200603,4,103,31,102720,124960,116800
4059,37.55811561,126.9653043,712,200107,4.4,68,21,68000,104960,95200
20568,37.54039598,126.9697164,559,201402,4,54,16,71360,403200,148000
22737,37.55991797,126.9666028,98,201112,4.8,43,13,55200,68000,59200
15010,37.5563114,126.996027,31,197602,0,114,34,59200,97920,89600
36919,37.5547245,126.963275,1341,201708,4.6,84,25,119200,134400,123200
70204,37.5401659,126.968657,55,201805,0,21,6,28000,47040,41600
23720,37.5415304,126.96671,32,200607,0,130,39,44640,86400,65600
21286,37.54998036,126.9619222,39,200808,3.7,106,32,44800,109600,49600
20467,37.56315157,126.9696528,84,200611,4.5,60,18,43200,87520,68800
33173,37.5636191,126.970314,296,201607,4.8,42,13,65440,213760,133600
68598,37.5476941,126.962232,384,202203,0,0,0,NaN,NaN,NaN
10919,37.53861576,126.9703326,188,200707,4.8,112,34,88160,115520,107200
15974,37.53884628,126.969803,47,200605,3.4,76,23,70400,115200,92000
4413,37.5628236,126.968107,107,197101,3.3,39,12,21600,24000,23200
9068,37.5602454,126.9647601,258,200409,4.7,43,13,37600,52480,48000
15450,37.53725406,126.9728585,160,200710,4,121,37,115520,150400,131200
17930,37.56189997,126.9659274,180,200810,4.2,78,24,94560,104320,103200
10054,37.53834873,126.9690474,95,200406,4,62,19,48000,89280,72000
9161,37.53786242,126.9699256,266,200511,3.8,73,22,77600,168000,97600
79194,37.539224,126.96739,55,202104,0,26,8,54400,85600,59200
9167,37.53653322,126.9727095,310,200512,4.2,123,37,109440,149280,130400
22630,37.53778287,126.9688982,232,201503,5,113,34,108480,126240,112800
82186,37.548761,126.95994,51,202005,0,25,8,32000,64800,51200
6018,37.55102475,126.9596131,683,200406,4,80,24,80000,101280,96000
18408,37.5382464,126.9673,260,201004,4.3,108,33,99680,220800,123200
8938,37.5629485,126.965121,95,198710,5,135,41,62720,62720,62400
7182,37.56242379,126.9959299,284,197005,3.6,71,21,26400,169600,42400
10922,37.53744007,126.9673641,72,200412,4.2,95,29,75680,96000,84000
14250,37.53675563,126.9685502,208,200701,4,103,31,96000,114240,104800
4403,37.54201549,126.9618131,61,196907,4,66,20,33120,140800,46400
4353,37.55641257,126.9592027,208,199810,4.3,64,19,59200,75200,68800
12431,37.5632293,126.964075,97,196906,3,33,10,17600,64640,34400
22566,37.5384572,126.9948676,32,197105,0,104,31,70400,75200,72800
15803,37.53608545,126.9691705,280,200707,4.4,108,33,98240,113760,106400
36411,37.55534744,126.9585953,497,201702,4.1,84,25,91520,152000,113600
24631,37.55346414,126.9581496,1164,201504,4.6,85,26,113600,156000,131200
37976,37.5395788,126.963489,478,201904,4,81,25,112800,159200,128000
14817,37.56375727,126.9958076,175,196805,4,42,13,19200,55200,24000
15009,37.56728552,126.9703439,36,196506,0,44,13,43840,47840,47200
20827,37.56260901,126.9627715,46,201011,0,102,31,77760,77760,77600
11022,37.56185912,126.9619479,108,200805,4.3,108,33,85760,86720,86400
17931,37.56251394,126.9978269,273,200912,4.5,102,31,106240,150720,127200
3938,37.54637865,126.9580314,458,200010,4.2,78,24,79680,97760,85600
7151,37.56368673,126.9632056,83,199212,5,100,30,68480,82560,71200
16746,37.5618877,126.9611873,36,200505,5,100,30,59200,60480,60000
14140,37.5443174,127.0014891,130,197204,4,73,22,62400,388800,107200
19732,37.5361874,126.966497,867,201104,4.2,81,25,97120,190240,130400
20833,37.56829114,126.9707736,98,200809,0,146,44,124800,272000,168000
79222,37.5686743,126.971981,58,202008,0,160,48,320000,888000,409600
7180,37.56068314,127.0000543,119,198105,3.7,56,17,41760,85600,42400
10448,37.53332901,126.9732437,130,197011,3.7,32,10,10240,18400,14400
16947,37.53396675,126.9709318,146,200706,4.6,102,31,100800,132000,112000
15890,37.56458773,126.9632006,30,200403,0,60,18,39200,62880,60000
5997,37.54227048,126.9591561,87,200203,4.5,112,34,73600,81920,79200
14827,37.55925595,127.0016705,49,198108,0,36,11,9280,17600,10400
7181,37.56078045,127.0006881,70,198204,5,69,21,42080,43840,43200
37693,37.54042435,126.9602737,199,201809,5,80,24,105600,110880,108800
4448,37.56111204,126.9588199,80,197511,0,87,26,33600,87200,34400
14811,37.56752341,126.9954271,120,197206,0,89,27,24800,33600,30400
18708,37.53337116,126.9673885,56,200705,0,135,41,85280,85280,85600
19752,37.54011856,126.9582068,307,201008,4.3,77,23,94560,171680,120000
14139,37.5332457,126.9927681,40,200203,4,51,15,40800,110880,77600
59332,37.57143314,126.9736765,48,198112,0,69,21,45440,83840,64800
9165,37.5321765,126.969701,248,200505,4.2,109,33,90080,150240,105600
36413,37.5689791,126.96616,589,201702,4.4,81,25,128640,248000,151200
18376,37.56614053,126.9615835,561,201104,4.1,80,24,86400,134400,108000
19439,37.5723029,126.982626,54,200806,0,142,43,82400,130400,118400
14118,37.5391094,126.9580897,34,197106,0,45,14,23520,23680,23200
12471,37.57186329,126.9733169,72,198306,0,92,28,67840,84000,77600
24634,37.5340873,126.963919,64,199303,0,92,28,27040,34400,30400
9163,37.5315588,126.9690773,110,200409,3.8,40,12,45920,48320,47200
14163,37.53508755,126.9979091,54,199809,0,40,12,32800,92800,65600
14029,37.57221524,126.9876432,149,196809,2,65,20,25600,54400,28800
14134,37.53502363,126.9614999,75,197012,0,13,4,8320,53600,23200
5374,37.56660853,126.9600122,237,200203,3.9,86,26,64160,102080,81600
14031,37.57277508,126.9732577,60,199405,0,105,32,43200,107360,81600
20789,37.57261987,126.9722435,120,200405,4.3,145,44,172960,178720,177600
18423,37.53626623,126.9592001,195,201107,4.2,79,24,88640,107200,96800
14144,37.53416132,126.9980404,40,197609,0,64,19,21600,27840,28000
36412,37.5707128,126.963703,1148,201702,4.5,82,25,117440,265600,160000
14491,37.53498304,127.0013577,66,200505,3.3,88,27,100160,205920,143200
7746,37.56756304,126.9584496,1008,200603,4,40,12,47040,96000,68000
1162,37.5299481,126.994829,578,198209,3.5,115,35,76320,122240,101600
14794,37.57144575,126.9620562,48,199511,4,81,25,61280,106400,68000
10952,37.5714797,126.998664,298,200610,4.2,105,32,80480,177600,96000
36841,37.57164383,126.96138,182,201706,4.7,50,15,69440,91200,81600
14066,37.57271813,126.9626034,64,197111,5,21,6,14560,38400,25600
263,37.57030928,126.9584481,895,199506,4.2,94,28,73440,94080,82400
19637,35.88163056,128.6053958,751,201009,4.2,71,21,29120,61440,48800
9970,35.88016718,128.606199,736,200605,3.9,79,24,4960,54560,25600
17711,35.88138402,128.6036147,527,200809,4,98,30,46880,72000,59200
33517,35.88000107,128.6089935,1106,201604,4.4,100,30,48000,54400,53600
17274,35.88191452,128.6105705,60,200307,0,116,35,23680,23680,24000
24829,35.8838174,128.6095194,60,198005,4,57,17,11840,11840,11840
8926,35.88072692,128.6001822,110,198209,0,57,17,11680,15360,13600
17134,35.88176055,128.5999771,135,198111,5,49,15,8800,8800,8800
26765,35.88605561,128.6079214,60,199210,0,103,31,25120,33600,26400
26369,35.883739,128.6113338,60,199210,2,75,23,13440,14240,13920
15776,35.88430246,128.6112478,173,199410,5,86,26,23200,47520,30400
10502,35.87831324,128.6114011,400,200309,4.1,77,23,30400,36320,33600
18103,35.8790199,128.6127308,665,200903,4.3,80,24,37600,61600,51200
4966,35.88404179,128.5991991,125,198412,4,100,30,26880,53120,36000
8927,35.88293577,128.5986144,198,197908,0,66,20,16320,26720,22400
3133,35.87942028,128.6137842,629,199207,3.2,40,12,1920,23680,11840
10142,35.88362267,128.5979195,305,200509,4.6,100,30,40960,58560,48800
3137,35.8756618,128.6110196,1376,199712,3.9,58,18,16000,35840,28000
18414,35.8764965,128.6122102,854,201308,4.2,79,24,49600,71200,63200
21890,35.87728515,128.5987842,35,199509,0,68,21,19360,20960,20000
15927,35.8844923,128.597775,40,200407,5,107,32,45920,45920,45600
26855,35.88625191,128.5991594,43,197501,0,46,14,10080,16800,15520
24822,35.87573262,128.6000596,32,198109,5,60,18,8000,8000,8000
22686,35.88077839,128.5968569,464,201406,4.2,112,34,62560,64000,64000
12280,35.8796041,128.5970681,68,198206,5,185,56,40000,43520,41600
16614,35.88527868,128.5980768,96,197805,4,91,28,17120,40000,28800
80251,35.8772515,128.613958,860,202309,0,0,0,NaN,NaN,NaN
22453,35.88704358,128.5992595,323,201403,4.1,82,25,49120,54240,52000
15470,35.87402655,128.6020359,122,197801,4.5,54,16,11200,20320,14080
18270,35.87321258,128.6049558,84,200701,0,109,33,17920,19520,19200
15471,35.8742819,128.600453,121,197701,5,56,17,6720,9440,7520
25368,35.88121209,128.6164382,37,198011,0,44,13,9440,20800,10880
80336,35.8732894,128.601962,410,202406,0,0,0,NaN,NaN,NaN
3136,35.87481351,128.6135269,917,198907,3.6,62,19,18400,27520,24000
10495,35.885938,128.5962031,977,200605,4.6,109,33,59200,113760,89600
3175,35.88151535,128.5945641,624,199511,4,79,24,34560,52000,41600
37537,35.8788647,128.616961,931,201812,4.5,79,24,45120,76320,56000
5678,35.88035587,128.5944744,96,200006,4,53,16,22880,44320,35200
15472,35.87491961,128.5975011,181,198507,3.7,64,19,12800,28800,20800
37857,35.8801873,128.617453,570,202010,0,83,25,52000,62400,60800
3255,35.87242283,128.6020125,204,199707,4.3,54,16,6880,23840,19200
7063,35.87579003,128.6156947,174,199307,4,57,17,13600,21600,20800
8925,35.89064295,128.6023529,181,199910,4.1,46,14,13280,27520,21600
9971,35.88342925,128.6177501,828,200509,4.4,79,24,31840,55360,40000
13970,35.89073274,128.6018365,79,199609,4,79,24,21600,28960,25600
4951,35.88096122,128.593676,129,199812,3.8,86,26,32000,36000,34400
50920,35.871707,128.609347,44,197902,0,63,19,9120,12800,9760
51912,35.88531749,128.6175227,705,202110,0,0,0,NaN,NaN,NaN
4925,35.8774323,128.617602,151,197506,2.7,42,13,4480,14880,7520
25519,35.876939,128.5944546,46,198103,4,42,13,8800,10400,9600
80338,35.8710657,128.603495,410,202404,0,0,0,NaN,NaN,NaN
7633,35.87325993,128.6143324,174,200210,4,77,23,32000,38400,36800
15388,35.87739608,128.5936931,48,200202,4,106,32,40000,40000,40000
10494,35.885532,128.5936613,372,200605,4.2,109,33,66720,82720,73600
4983,35.88805852,128.595311,281,199811,4,76,23,23520,56160,39200
52122,35.8703759,128.607904,630,202212,0,0,0,NaN,NaN,NaN
4939,35.87214496,128.6136145,609,199809,4.2,57,17,25280,35680,30400
3176,35.88187843,128.5921929,1010,199601,3.9,75,23,31040,62400,36000
15389,35.87752788,128.592996,48,200202,0,104,31,26080,26080,26400
11871,35.87772031,128.6190379,748,200511,3.6,66,20,25440,48000,37600
17422,35.8705553,128.609853,80,197701,3,100,30,20000,27200,24800
37105,35.87721768,128.5930119,296,201711,5,87,26,48960,56320,50400
16333,35.87915078,128.6196118,92,197807,4,41,12,5760,14240,8960
38417,35.876146,128.618766,764,201802,4,59,18,36320,52960,48800
19643,35.87271735,128.6158139,785,201103,4.4,84,25,44320,67040,50400
80242,35.8705613,128.611888,373,202303,0,0,0,NaN,NaN,NaN
20000,35.87930895,128.5916055,1250,201201,4.1,79,24,42720,63680,51200
50364,35.8781981,128.5916541,256,202112,0,0,0,NaN,NaN,NaN
4967,35.88940111,128.5949127,488,199904,3.6,82,25,31200,49440,37600
6413,35.88709195,128.5929085,439,200502,4.3,97,29,50720,60800,55200
3134,35.87161387,128.6147773,429,199610,4,85,26,28000,39680,33600
36982,35.8845764,128.591448,578,201710,4.7,91,28,57120,104000,72000
6377,35.88602921,128.5917754,326,200212,3.8,85,26,36480,54080,41600
79392,35.8748986,128.592771,803,202310,0,0,0,NaN,NaN,NaN
70143,35.87628879,128.5916175,48,198010,0,106,32,20160,20160,20000
21368,35.8901591,128.594323,57,200601,0,103,31,29760,29760,29600
50921,35.869168,128.611925,36,197811,0,53,16,8800,17600,12640
3135,35.87047824,128.6150598,607,199606,3.8,86,26,14400,48000,29600
8978,35.87263016,128.5937438,107,198007,3.5,27,8,2400,8480,5440
80360,35.8896658,128.592956,300,202409,0,0,0,NaN,NaN,NaN
6593,35.8891416,128.5924667,375,199609,4.7,68,21,25120,39680,28000
15635,35.8757606,128.6210885,158,200710,4.3,65,20,26400,54400,47200
21038,35.87096969,128.6171114,550,201101,4.4,70,21,37120,39360,38400
10522,35.86744281,128.6070444,174,200903,4.8,112,34,56640,62400,57600
26659,35.86982692,128.6157817,48,198208,5,64,19,9600,9600,9600
80277,35.8891709,128.620515,1265,202307,0,0,0,NaN,NaN,NaN
4435,35.88670544,128.5897071,802,199907,4.5,80,24,35360,76320,48800
17722,35.88429375,128.623136,48,198108,0,55,17,9920,13440,12960
15792,35.8671959,128.603112,40,200308,0,95,29,30400,50240,45600
4938,35.86880696,128.6149683,111,199509,4,107,32,25280,32000,28000
24941,35.867292,128.6013158,76,200104,4,32,10,7840,15360,8000
84498,35.8675354,128.600291,335,202409,0,0,0,NaN,NaN,NaN
18267,35.8898054,128.5913372,60,200402,0,103,31,33600,33600,33600
16071,35.87472115,128.6219885,73,197812,0,67,20,14720,24320,20800
9483,35.8880306,128.5895343,241,200410,4.3,105,32,49120,53920,51200
6376,35.89041883,128.5912874,259,200205,4,82,25,31840,49920,40800
9481,35.8893044,128.5902463,746,200603,4.3,112,34,64640,83840,71200
36931,35.8915397,128.592313,1202,201709,4.3,86,26,50720,123200,64800
74532,35.8768949,128.623703,445,202205,0,0,0,NaN,NaN,NaN
12445,35.89638208,128.6039217,48,198007,3,80,24,16480,16640,16800
15866,35.89130698,128.6200233,60,198012,3,65,20,17600,24960,21600
19853,35.87367468,128.6220734,490,201002,4.5,80,24,41440,66080,53600
81806,35.8783967,128.587537,854,202404,0,0,0,NaN,NaN,NaN
51374,35.8805623,128.624719,999,202109,0,0,0,NaN,NaN,NaN
15689,35.8943921,128.615898,54,200208,4,98,30,27200,27200,27200
21661,35.8658831,128.607217,730,201304,4.5,60,18,22880,72640,60000
81465,35.8763004,128.624018,144,202312,0,0,0,NaN,NaN,NaN
15442,35.89279499,128.6190038,90,198111,0,55,17,16800,18880,16800
15769,35.893839,128.6174967,70,198304,3.3,72,22,15680,24160,20800
3129,35.88628007,128.6241865,545,198510,3,50,15,12960,18880,15840
6378,35.88511969,128.5872348,1149,200511,4.4,112,34,68000,133600,76800
8924,35.89424585,128.6169956,241,198101,2,36,11,12160,14720,13120
4420,35.88715928,128.5878248,509,199904,4.6,64,19,16800,88000,42400
51938,35.8768994,128.6247,322,202203,0,0,0,NaN,NaN,NaN
23261,35.87487668,128.6238163,32,200308,0,114,34,27200,27200,27200
55201,35.89254438,128.6198866,30,198207,0,39,12,2400,6400,4320
70094,35.87454976,128.5881532,38,200304,0,100,30,26720,26720,26400
15690,35.89511589,128.6166279,100,198105,3.3,64,19,15680,15680,15680
78767,35.8727391,128.623153,553,202208,0,0,0,NaN,NaN,NaN
4428,35.88841185,128.5876903,320,199704,4,57,17,18400,62880,34400
79554,35.8787042,128.58575,989,202305,0,0,0,NaN,NaN,NaN
3180,35.8909916,128.5891372,300,199203,3.3,99,30,30400,36320,35200
17442,35.87114086,128.6223274,447,200809,4.3,110,33,48160,104000,67200
51375,35.8828452,128.626493,1079,202306,0,0,0,NaN,NaN,NaN
4965,35.88740566,128.5866381,419,199904,4.5,80,24,34240,57440,45600
36967,35.8757515,128.586319,1005,201710,4.3,83,25,48480,87040,58400
3177,35.8897102,128.5876365,311,199612,4.1,81,25,29920,41760,36800
3179,35.8907256,128.5882636,399,199606,3.5,80,24,22880,38400,29600
3181,35.88860827,128.5867374,310,199304,2.8,49,15,12960,23040,20000
38330,35.8827114,128.584606,682,202004,5,80,24,48000,84000,55200
15310,35.87220748,128.624218,187,200701,3.9,116,35,43840,72640,50400
7597,35.8957349,128.5935114,160,198204,2.8,43,13,8000,15680,10400
79874,35.8750407,128.585776,604,202309,0,0,0,NaN,NaN,NaN
84687,35.8716422,128.587912,298,202407,0,0,0,NaN,NaN,NaN
80173,35.8643921,128.600166,200,202308,0,0,0,NaN,NaN,NaN
23366,35.86939383,128.6219729,72,198110,1,33,10,8000,12800,10240
18990,35.88468006,128.6273518,114,200805,4.2,80,24,31200,34720,33600
55097,35.87144585,128.6241637,62,201701,0,114,34,51680,51680,52000
51380,35.8953459,128.6197013,620,202109,0,0,0,NaN,NaN,NaN
20867,35.87117794,128.6241173,43,197810,0,51,15,5760,53440,10400
9888,35.86484948,128.6146755,664,200506,4.1,98,30,65280,104320,82400
51800,35.8964062,128.618237,585,202103,0,78,24,52800,76800,68000
80526,35.8894186,128.625858,1122,202304,0,0,0,NaN,NaN,NaN
18758,35.89298554,128.5888182,657,201309,3.5,83,25,46080,70080,56800
16523,35.88897136,128.5854468,96,200309,4.5,84,25,25600,48800,48000
24432,35.87008245,128.6238292,36,197706,1.5,56,17,12160,16160,15200
3178,35.89005223,128.5860309,542,199505,4,80,24,24000,39200,29600
17585,35.86824188,128.6218608,294,200809,4.4,112,34,56000,93600,67200
27155,35.87676394,128.5839855,128,197501,5,44,13,5440,5600,5440
17963,35.86530624,128.6174303,179,200710,3.8,107,32,53440,53600,53600
27156,35.8689793,128.5888037,53,197501,0,110,33,25600,30400,27200
33492,35.86640167,128.6199951,842,201509,3.9,83,25,60000,67680,67200
25526,35.86962457,128.6241033,44,197904,3,107,32,21600,24800,21600
38680,35.8976078,128.6182636,594,202008,0,78,24,44000,61600,58400
4425,35.88996107,128.5847445,224,199112,3.6,52,16,10560,23200,19200
3158,35.89341955,128.6245361,80,198312,2,76,23,13760,13760,13760
24433,35.8684453,128.623807,110,197712,3.5,42,13,6400,9600,7840
10141,35.88922017,128.5840741,200,200504,4.3,107,32,46720,58400,50400
7599,35.89973511,128.6143516,105,198412,3.6,79,24,19200,31520,24800
23565,35.89122871,128.626879,1199,201312,4.2,79,24,40960,61440,52800
9482,35.86192069,128.6018941,843,200703,4.4,105,32,59840,97280,76800
7600,35.89845209,128.5938317,86,199705,3,78,24,15840,27520,24000
3221,35.8625821,128.613611,677,199611,4.4,88,27,36640,81760,50400
3864,35.90073166,128.6110049,1702,199909,4,60,18,23520,52800,38400
7601,35.90029904,128.6131581,260,198103,3,48,15,11200,15200,12000
3157,35.89305113,128.625924,730,198011,3.2,51,15,14880,16000,15840
4974,35.89869811,128.6185525,126,198012,3.5,57,17,11360,15040,13440
3213,35.86668725,128.6230071,445,199606,4,83,25,28960,74400,37600
16046,35.86689945,128.5885319,250,200710,4.3,143,43,59040,95520,76800
4926,35.89978206,128.616488,386,199810,4,82,25,26560,48960,31200
15384,35.8624169,128.5968427,295,200608,4.9,78,24,48640,51040,49600
3222,35.86242827,128.6154013,1032,199605,4.4,73,22,30400,111040,50400
10357,35.86757843,128.6245442,212,200704,3.5,135,41,76320,124000,97600
17444,35.90175989,128.6079776,355,200912,4.3,81,25,33600,50080,41600
4943,35.89917215,128.618416,138,198003,1,75,23,13120,13120,13120
8975,35.86109812,128.6016782,183,197811,4,100,30,10560,28000,15200
17249,35.86450057,128.6205092,600,200806,4.3,115,35,76480,153600,101600
7606,35.89582382,128.6240005,160,198408,4,51,15,11840,11840,11840
7607,35.9014499,128.6122776,95,198605,0,59,18,9920,15840,13600
7598,35.89981031,128.5941557,68,198903,3,74,22,8960,10560,9760
16178,35.86079069,128.6014861,84,197308,5,91,28,14400,25440,21600
10521,35.86356721,128.5924641,372,200707,4.4,109,33,51840,88000,68800
17251,35.86535902,128.6226036,467,200806,4.4,125,38,81600,99360,92800
15095,35.86764891,128.6254623,102,200704,2.5,157,47,92960,172320,117600
68724,35.8603574,128.602515,469,202209,0,0,0,NaN,NaN,NaN
10811,35.86035117,128.6095584,98,200512,4.5,124,38,85600,107200,96800
7070,35.90211758,128.6114095,160,198510,3,52,16,12640,20640,14720
4964,35.8999447,128.6185956,315,199205,3,87,26,20320,29760,28800
3162,35.90063032,128.6169349,426,199606,4.8,75,23,24800,40000,29600
50997,35.866536,128.624726,343,202201,0,0,0,NaN,NaN,NaN
20834,35.89698944,128.6239002,336,201104,3.8,83,25,38400,55040,48800
34635,35.86084381,128.6135072,260,200001,4.8,24,7,13600,92000,68000
9919,35.89887738,128.5908454,132,200309,5,71,21,16960,31040,25600
17334,35.89940261,128.6203035,462,200603,3.3,81,25,36160,53920,44000
8976,35.86710437,128.5861181,152,198612,3,60,18,8160,29760,16800
10858,35.86107225,128.6149177,188,200211,0,46,14,21760,99200,71200
33519,35.8598303,128.6031021,410,201512,4,79,24,58560,71200,64800
7602,35.90231667,128.6126895,149,198310,3,55,17,8160,13760,10880
17453,35.86376649,128.6217519,260,200804,4.3,110,33,89600,105920,94400
18845,35.89937817,128.5908643,44,200304,4,101,31,18080,18080,18400
20835,35.89679182,128.6249196,452,201104,3.5,83,25,24640,36800,32000
17456,35.86216774,128.6189562,718,200804,4.6,114,34,74400,128320,100800
76088,35.8625801,128.592082,375,202211,0,0,0,NaN,NaN,NaN
17242,35.864231,128.6228552,48,198004,5,82,25,42720,42720,42400
10523,35.86225084,128.5925175,134,200609,4.7,109,33,56000,76800,64800
